	PDB	Labels	Predictions
0	4fjk	6.55	5.79
1	2v7u	5.9	7.62
2	2hzl	6.57	3.6
3	2q89	6.3	4.96
4	1ukb	3.19	3.44
5	3c2f	2.0	6.22
6	2gz2	5.22	5.16
7	2v7v	6.66	6.91
8	3bu1	8.15	3.4
9	2qdt	5.19	3.79
10	1toi	4.05	5.41
11	2hzy	7.39	6.65
12	2pwd	4.4	4.5
13	2nsl	4.68	4.47
14	2qrl	4.0	5.0
15	2j4k	4.85	5.7
16	2cjp	3.1	4.46
17	1iup	2.54	3.42
18	2qry	8.64	6.12
19	2ihk	4.16	5.91
20	2nsj	4.79	4.28
21	2e2p	4.74	5.68
22	2pwg	4.82	4.89
23	2b3f	6.03	3.61
24	3brn	8.7	4.8
25	3c2r	3.11	4.52
26	2jgb	5.61	5.72
27	1tog	3.22	5.36
28	2v7t	7.48	7.37
29	2vhw	5.09	5.8
30	2q88	5.8	4.37
31	2vmd	3.02	3.8
32	3c2o	3.35	4.11
33	2ihj	4.59	6.3
34	1e2k	4.94	6.1
35	1u1w	5.85	3.91
36	2bvd	6.0	4.05
37	2aac	2.22	3.79
38	1tok	2.47	5.21
39	1dy4	4.36	6.05
40	1uz4	3.4	5.21
41	1gww	4.28	5.86
42	1x8d	2.21	4.32
43	1ui0	7.06	4.85
44	1lrh	6.82	4.85
45	1nw5	5.21	5.64
46	1v1j	4.82	3.78
47	2qrk	4.26	5.79
48	1h46	3.57	6.14
49	1gx0	4.28	5.83
50	4ubp	5.59	4.17
51	1bcj	3.7	4.49
52	1toj	3.39	5.36
53	1ia1	7.47	5.81
54	1sg0	7.47	4.97
55	1t9b	6.9	5.78
56	1of6	6.05	5.84
57	1t40	7.96	6.89
58	1mmv	7.24	5.25
59	1r55	6.8	6.1
60	1p2y	5.0	4.44
61	1sq5	4.39	5.08
62	1u1c	5.37	4.93
63	1r9o	5.02	6.04
64	1s19	9.51	8.62
65	1of1	4.82	5.84
66	1v4s	6.44	6.25
