	PDB	Labels	Predictions
0	4fjk	6.55	5.27
1	2v7u	5.9	4.46
2	2hzl	6.57	3.12
3	2q89	6.3	3.12
4	1ukb	3.19	3.06
5	3c2f	2.0	5.21
6	2gz2	5.22	5.61
7	2v7v	6.66	4.25
8	3bu1	8.15	2.62
9	2qdt	5.19	3.58
10	1toi	4.05	4.29
11	2hzy	7.39	5.46
12	2pwd	4.4	4.95
13	2nsl	4.68	4.13
14	2qrl	4.0	3.79
15	2j4k	4.85	3.39
16	2cjp	3.1	3.43
17	1iup	2.54	3.29
18	2qry	8.64	4.42
19	2ihk	4.16	4.79
20	2nsj	4.79	4.13
21	2e2p	4.74	4.95
22	2pwg	4.82	4.46
23	2b3f	6.03	3.03
24	3brn	8.7	3.23
25	3c2r	3.11	3.76
26	2jgb	5.61	5.05
27	1tog	3.22	4.29
28	2v7t	7.48	5.21
29	2vhw	5.09	5.39
30	2q88	5.8	2.07
31	2vmd	3.02	3.22
32	3c2o	3.35	3.82
33	2ihj	4.59	4.79
34	1e2k	4.94	3.6
35	1u1w	5.85	3.32
36	2bvd	6.0	5.57
37	2aac	2.22	3.92
38	1tok	2.47	4.28
39	1dy4	4.36	6.66
40	1uz4	3.4	4.12
41	1gww	4.28	3.8
42	1x8d	2.21	2.1
43	1ui0	7.06	3.51
44	1lrh	6.82	3.16
45	1nw5	5.21	4.72
46	1v1j	4.82	2.62
47	2qrk	4.26	4.26
48	1h46	3.57	5.69
49	1gx0	4.28	3.8
50	4ubp	5.59	3.44
51	1bcj	3.7	2.99
52	1toj	3.39	4.29
53	1ia1	7.47	5.82
54	1sg0	7.47	3.88
55	1t9b	6.9	6.96
56	1of6	6.05	4.8
57	1t40	7.96	7.14
58	1mmv	7.24	5.59
59	1r55	6.8	7.18
60	1p2y	5.0	4.69
61	1sq5	4.39	3.9
62	1u1c	5.37	5.61
63	1r9o	5.02	5.5
64	1s19	9.51	8.27
65	1of1	4.82	4.12
66	1v4s	6.44	5.57
