	PDB	Labels	Predictions
0	4fjk	6.55	4.74
1	2v7u	5.9	4.18
2	2hzl	6.57	3.36
3	2q89	6.3	4.65
4	1ukb	3.19	3.96
5	3c2f	2.0	5.01
6	2gz2	5.22	3.46
7	2v7v	6.66	4.19
8	3bu1	8.15	4.04
9	2qdt	5.19	4.78
10	1toi	4.05	4.56
11	2hzy	7.39	4.58
12	2pwd	4.4	3.66
13	2nsl	4.68	4.88
14	2qrl	4.0	3.53
15	2j4k	4.85	4.54
16	2cjp	3.1	3.88
17	1iup	2.54	4.1
18	2qry	8.64	5.01
19	2ihk	4.16	5.52
20	2nsj	4.79	4.88
21	2e2p	4.74	4.41
22	2pwg	4.82	4.06
23	2b3f	6.03	3.95
24	3brn	8.7	4.74
25	3c2r	3.11	4.47
26	2jgb	5.61	6.57
27	1tog	3.22	4.56
28	2v7t	7.48	4.58
29	2vhw	5.09	4.26
30	2q88	5.8	4.53
31	2vmd	3.02	4.33
32	3c2o	3.35	5.37
33	2ihj	4.59	5.52
34	1e2k	4.94	3.82
35	1u1w	5.85	3.22
36	2bvd	6.0	6.18
37	2aac	2.22	2.7
38	1tok	2.47	5.07
39	1dy4	4.36	5.19
40	1uz4	3.4	3.48
41	1gww	4.28	3.82
42	1x8d	2.21	3.83
43	1ui0	7.06	3.83
44	1lrh	6.82	4.09
45	1nw5	5.21	4.38
46	1v1j	4.82	3.64
47	2qrk	4.26	4.01
48	1h46	3.57	5.49
49	1gx0	4.28	3.82
50	4ubp	5.59	2.99
51	1bcj	3.7	3.65
52	1toj	3.39	4.56
53	1ia1	7.47	4.31
54	1sg0	7.47	4.54
55	1t9b	6.9	7.22
56	1of6	6.05	4.21
57	1t40	7.96	6.04
58	1mmv	7.24	4.25
59	1r55	6.8	6.53
60	1p2y	5.0	5.06
61	1sq5	4.39	4.91
62	1u1c	5.37	5.37
63	1r9o	5.02	3.86
64	1s19	9.51	7.56
65	1of1	4.82	3.81
66	1v4s	6.44	7.39
