	PDB	Labels	Predictions
0	4fjk	6.55	6.03
1	2v7u	5.9	4.59
2	2hzl	6.57	3.31
3	2q89	6.3	5.27
4	1ukb	3.19	3.37
5	3c2f	2.0	4.39
6	2gz2	5.22	6.19
7	2v7v	6.66	5.77
8	3bu1	8.15	3.31
9	2qdt	5.19	5.24
10	1toi	4.05	4.38
11	2hzy	7.39	6.79
12	2pwd	4.4	4.66
13	2nsl	4.68	4.59
14	2qrl	4.0	5.05
15	2j4k	4.85	4.34
16	2cjp	3.1	3.97
17	1iup	2.54	3.72
18	2qry	8.64	4.82
19	2ihk	4.16	3.55
20	2nsj	4.79	4.59
21	2e2p	4.74	4.67
22	2pwg	4.82	4.92
23	2b3f	6.03	4.54
24	3brn	8.7	2.74
25	3c2r	3.11	4.64
26	2jgb	5.61	5.58
27	1tog	3.22	4.38
28	2v7t	7.48	5.71
29	2vhw	5.09	5.3
30	2q88	5.8	2.83
31	2vmd	3.02	4.43
32	3c2o	3.35	4.6
33	2ihj	4.59	3.55
34	1e2k	4.94	5.3
35	1u1w	5.85	5.83
36	2bvd	6.0	5.74
37	2aac	2.22	5.63
38	1tok	2.47	3.28
39	1dy4	4.36	7.69
40	1uz4	3.4	4.42
41	1gww	4.28	4.46
42	1x8d	2.21	3.75
43	1ui0	7.06	4.93
44	1lrh	6.82	5.52
45	1nw5	5.21	5.17
46	1v1j	4.82	5.2
47	2qrk	4.26	5.55
48	1h46	3.57	6.9
49	1gx0	4.28	4.46
50	4ubp	5.59	4.78
51	1bcj	3.7	3.81
52	1toj	3.39	4.38
53	1ia1	7.47	5.97
54	1sg0	7.47	4.8
55	1t9b	6.9	6.46
56	1of6	6.05	3.63
57	1t40	7.96	6.68
58	1mmv	7.24	2.81
59	1r55	6.8	7.97
60	1p2y	5.0	6.13
61	1sq5	4.39	6.89
62	1u1c	5.37	4.77
63	1r9o	5.02	6.82
64	1s19	9.51	6.47
65	1of1	4.82	6.56
66	1v4s	6.44	4.25
