	PDB	Labels	Predictions
0	4fjk	6.55	5.14
1	2v7u	5.9	6.47
2	2hzl	6.57	3.47
3	2q89	6.3	5.57
4	1ukb	3.19	4.29
5	3c2f	2.0	5.67
6	2gz2	5.22	5.92
7	2v7v	6.66	6.24
8	3bu1	8.15	4.3
9	2qdt	5.19	4.02
10	1toi	4.05	4.14
11	2hzy	7.39	6.2
12	2pwd	4.4	5.36
13	2nsl	4.68	5.84
14	2qrl	4.0	4.4
15	2j4k	4.85	5.71
16	2cjp	3.1	4.08
17	1iup	2.54	4.34
18	2qry	8.64	6.28
19	2ihk	4.16	6.02
20	2nsj	4.79	5.93
21	2e2p	4.74	5.13
22	2pwg	4.82	5.59
23	2b3f	6.03	5.32
24	3brn	8.7	5.37
25	3c2r	3.11	4.26
26	2jgb	5.61	5.06
27	1tog	3.22	4.33
28	2v7t	7.48	6.36
29	2vhw	5.09	5.34
30	2q88	5.8	5.39
31	2vmd	3.02	3.18
32	3c2o	3.35	4.46
33	2ihj	4.59	6.03
34	1e2k	4.94	6.32
35	1u1w	5.85	5.26
36	2bvd	6.0	5.62
37	2aac	2.22	4.38
38	1tok	2.47	3.59
39	1dy4	4.36	6.44
40	1uz4	3.4	5.38
41	1gww	4.28	5.26
42	1x8d	2.21	4.45
43	1ui0	7.06	5.06
44	1lrh	6.82	4.81
45	1nw5	5.21	5.57
46	1v1j	4.82	4.4
47	2qrk	4.26	4.91
48	1h46	3.57	5.96
49	1gx0	4.28	5.28
50	4ubp	5.59	4.78
51	1bcj	3.7	3.95
52	1toj	3.39	4.28
53	1ia1	7.47	6.13
54	1sg0	7.47	5.39
55	1t9b	6.9	6.37
56	1of6	6.05	5.29
57	1t40	7.96	6.75
58	1mmv	7.24	4.61
59	1r55	6.8	5.31
60	1p2y	5.0	4.29
61	1sq5	4.39	5.02
62	1u1c	5.37	6.23
63	1r9o	5.02	5.38
64	1s19	9.51	7.41
65	1of1	4.82	6.16
66	1v4s	6.44	6.91
