	PDB	Labels	Predictions
0	4fjk	6.55	4.61
1	2v7u	5.9	4.75
2	2hzl	6.57	3.09
3	2q89	6.3	3.62
4	1ukb	3.19	2.62
5	3c2f	2.0	5.75
6	2gz2	5.22	4.98
7	2v7v	6.66	4.81
8	3bu1	8.15	3.98
9	2qdt	5.19	5.52
10	1toi	4.05	5.92
11	2hzy	7.39	4.88
12	2pwd	4.4	4.69
13	2nsl	4.68	4.83
14	2qrl	4.0	4.11
15	2j4k	4.85	3.67
16	2cjp	3.1	3.45
17	1iup	2.54	3.05
18	2qry	8.64	3.25
19	2ihk	4.16	3.9
20	2nsj	4.79	4.83
21	2e2p	4.74	4.83
22	2pwg	4.82	6.1
23	2b3f	6.03	5.52
24	3brn	8.7	3.59
25	3c2r	3.11	3.71
26	2jgb	5.61	5.26
27	1tog	3.22	5.92
28	2v7t	7.48	5.34
29	2vhw	5.09	4.97
30	2q88	5.8	3.2
31	2vmd	3.02	3.32
32	3c2o	3.35	3.28
33	2ihj	4.59	3.9
34	1e2k	4.94	4.85
35	1u1w	5.85	3.15
36	2bvd	6.0	6.25
37	2aac	2.22	3.68
38	1tok	2.47	2.31
39	1dy4	4.36	6.1
40	1uz4	3.4	4.58
41	1gww	4.28	4.46
42	1x8d	2.21	3.32
43	1ui0	7.06	4.75
44	1lrh	6.82	3.63
45	1nw5	5.21	4.75
46	1v1j	4.82	3.34
47	2qrk	4.26	4.27
48	1h46	3.57	6.22
49	1gx0	4.28	4.46
50	4ubp	5.59	3.99
51	1bcj	3.7	4.01
52	1toj	3.39	5.92
53	1ia1	7.47	4.63
54	1sg0	7.47	4.48
55	1t9b	6.9	6.67
56	1of6	6.05	4.29
57	1t40	7.96	7.79
58	1mmv	7.24	3.92
59	1r55	6.8	5.49
60	1p2y	5.0	6.0
61	1sq5	4.39	4.21
62	1u1c	5.37	6.04
63	1r9o	5.02	5.22
64	1s19	9.51	7.71
65	1of1	4.82	5.8
66	1v4s	6.44	6.2
