	PDB	Labels	Predictions
0	4fjk	6.55	4.39
1	2v7u	5.9	4.41
2	2hzl	6.57	4.81
3	2q89	6.3	5.29
4	1ukb	3.19	4.07
5	3c2f	2.0	5.37
6	2gz2	5.22	4.31
7	2v7v	6.66	3.25
8	3bu1	8.15	4.81
9	2qdt	5.19	4.71
10	1toi	4.05	3.94
11	2hzy	7.39	5.88
12	2pwd	4.4	5.67
13	2nsl	4.68	3.77
14	2qrl	4.0	4.14
15	2j4k	4.85	4.2
16	2cjp	3.1	4.61
17	1iup	2.54	5.06
18	2qry	8.64	6.57
19	2ihk	4.16	4.61
20	2nsj	4.79	3.77
21	2e2p	4.74	4.55
22	2pwg	4.82	4.75
23	2b3f	6.03	5.07
24	3brn	8.7	5.47
25	3c2r	3.11	3.91
26	2jgb	5.61	5.56
27	1tog	3.22	3.94
28	2v7t	7.48	5.32
29	2vhw	5.09	4.2
30	2q88	5.8	3.95
31	2vmd	3.02	3.3
32	3c2o	3.35	4.23
33	2ihj	4.59	4.61
34	1e2k	4.94	5.52
35	1u1w	5.85	4.24
36	2bvd	6.0	5.62
37	2aac	2.22	3.0
38	1tok	2.47	3.31
39	1dy4	4.36	4.22
40	1uz4	3.4	5.38
41	1gww	4.28	4.37
42	1x8d	2.21	4.71
43	1ui0	7.06	3.66
44	1lrh	6.82	5.83
45	1nw5	5.21	4.47
46	1v1j	4.82	3.23
47	2qrk	4.26	4.27
48	1h46	3.57	4.4
49	1gx0	4.28	4.37
50	4ubp	5.59	5.11
51	1bcj	3.7	2.44
52	1toj	3.39	3.94
53	1ia1	7.47	5.43
54	1sg0	7.47	5.83
55	1t9b	6.9	4.88
56	1of6	6.05	4.35
57	1t40	7.96	7.1
58	1mmv	7.24	5.02
59	1r55	6.8	6.91
60	1p2y	5.0	6.32
61	1sq5	4.39	3.75
62	1u1c	5.37	6.28
63	1r9o	5.02	5.01
64	1s19	9.51	8.46
65	1of1	4.82	6.1
66	1v4s	6.44	6.88
