PDB	Labels	Predictions
1bcu	3.28	4.95
1bzc	4.92	6.40
1c5z	4.01	4.61
1e66	9.89	7.10
1eby	9.70	9.07
1g2k	7.96	7.22
1gpk	5.37	6.15
1gpn	6.48	6.02
1h22	9.10	6.67
1h23	8.35	6.74
1k1i	6.58	7.81
1lpg	7.09	9.50
1mq6	11.15	9.12
1nc1	6.12	6.18
1nc3	5.00	6.46
1nvq	8.25	9.62
1o0h	5.92	5.56
1o3f	7.96	6.80
1o5b	5.77	6.71
1owh	7.40	5.92
1oyt	7.24	7.28
1p1n	6.80	6.60
1p1q	4.89	4.65
1ps3	2.28	5.64
1pxn	7.15	6.55
1qf1	7.32	7.42
1qkt	9.04	8.44
1r5y	6.46	5.97
1s38	5.15	5.44
1sqa	9.21	7.16
1syi	5.44	6.42
1u1b	7.80	6.94
1uto	2.27	3.70
1vso	4.72	6.36
1w4o	5.22	4.18
1y6r	10.11	8.44
1yc1	6.17	6.55
1z6e	9.72	7.82
1z95	7.12	10.36
1z9g	5.64	6.34
2al5	8.40	4.86
2br1	5.14	7.09
2brb	4.86	6.93
2cbv	5.48	4.04
2cet	8.02	6.98
2fvd	8.52	7.24
2fxs	6.06	6.36
2hb1	3.80	5.01
2iwx	6.68	5.02
2j78	6.42	4.44
2j7h	7.19	5.32
2p15	10.30	8.59
2p4y	9.00	6.88
2pog	9.54	6.67
2qbp	8.40	7.65
2qbq	7.44	7.81
2qbr	6.33	6.67
2qe4	7.96	8.04
2qnq	6.11	6.71
2r9w	5.10	6.85
2v00	3.66	5.14
2v7a	8.30	6.80
2vkm	8.74	7.58
2vvn	7.30	7.28
2vw5	8.52	6.12
2w4x	4.85	4.77
2w66	4.05	6.00
2wbg	4.45	6.51
2wca	5.60	6.52
2weg	6.50	5.24
2wer	7.05	4.59
2wn9	8.52	6.61
2wnc	6.32	6.19
2wtv	8.74	8.27
2wvt	6.12	4.87
2x00	11.33	8.70
2xb8	7.59	6.32
2xbv	8.43	7.28
2xdl	3.10	4.87
2xii	7.20	10.13
2xj7	6.66	5.70
2xnb	6.83	6.73
2xys	7.42	7.77
2y5h	5.79	8.07
2yfe	6.63	5.80
2yge	5.06	5.59
2yki	9.46	6.91
2ymd	3.16	6.09
2zb1	6.32	7.58
2zcq	8.82	6.68
2zcr	6.87	8.01
2zda	8.40	6.31
2zy1	7.40	6.09
3acw	4.76	5.60
3ag9	8.05	7.95
3ao4	2.07	4.67
3arp	7.15	4.86
3arq	6.40	5.71
3aru	3.22	4.51
3arv	5.64	4.69
3ary	6.00	5.90
3b1m	8.48	8.26
3b27	5.16	6.40
3b5r	8.77	9.65
3b65	9.27	8.74
3b68	8.40	8.96
3bgz	6.26	6.28
3coy	6.02	6.97
3coz	5.57	6.30
3d4z	4.89	7.03
3d6q	3.76	4.77
3dd0	9.00	7.59
3dx1	3.58	4.14
3dx2	6.82	5.03
3dxg	2.40	3.64
3e5a	8.23	8.03
3e92	8.00	7.35
3e93	8.85	9.43
3ebp	5.91	5.93
3ehy	5.85	5.85
3ejr	8.57	7.52
3f3c	6.02	4.31
3fcq	2.77	4.26
3fur	8.00	7.37
3fv1	9.30	9.09
3fv2	8.11	8.01
3g0w	9.52	8.56
3g2n	4.09	4.71
3g2z	2.36	4.57
3g31	2.89	4.51
3gbb	6.90	7.36
3gc5	7.26	7.02
3ge7	8.70	7.24
3gr2	2.52	4.21
3gv9	2.12	4.41
3gy4	5.10	4.68
3ivg	4.30	5.68
3jvr	5.72	6.97
3jvs	6.54	7.02
3jya	6.89	6.07
3k5v	6.30	7.31
3kgp	2.57	3.35
3kr8	8.10	7.48
3kwa	4.08	5.30
3l7b	2.40	4.45
3lka	2.82	6.80
3mss	4.66	5.30
3myg	10.70	8.53
3n76	6.85	6.32
3n7a	3.70	3.57
3n86	5.64	6.22
3nq9	4.03	5.98
3nw9	9.00	7.83
3nx7	8.10	8.12
3o9i	11.82	10.55
3oe4	7.47	6.41
3oe5	6.88	6.23
3ozs	5.33	6.59
3ozt	4.13	6.11
3p5o	7.26	6.89
3prs	7.82	6.07
3pww	7.32	7.66
3pxf	4.43	4.74
3pyy	6.86	6.13
3qgy	7.80	8.17
3qqs	5.82	4.67
3r88	4.82	4.48
3rlr	7.52	7.59
3rr4	4.55	5.21
3rsx	4.41	4.52
3ryj	7.80	7.78
3syr	5.10	4.62
3tsk	7.17	9.80
3twp	3.92	3.49
3u5j	5.61	6.05
3u8k	8.66	7.58
3u8n	10.17	7.50
3u9q	4.38	5.88
3udh	2.85	4.51
3ueu	5.24	6.09
3uev	5.89	6.12
3uew	6.31	6.15
3uex	6.92	6.18
3ui7	9.00	7.53
3uo4	6.52	7.18
3up2	7.40	7.98
3utu	10.92	9.41
3uuo	7.96	8.17
3wtj	6.53	6.13
3wz8	5.82	5.96
3zdg	7.10	6.33
3zso	5.12	6.12
3zsx	3.28	5.48
3zt2	2.84	3.83
4abg	3.57	3.79
4agn	3.97	5.90
4agp	4.69	6.15
4agq	5.01	5.22
4bkt	3.62	4.30
4cig	3.67	4.81
4ciw	4.82	5.04
4cr9	4.10	4.94
4cra	7.22	8.94
4crc	8.72	8.16
4ddh	3.30	2.88
4ddk	2.29	3.43
4de1	5.96	5.27
4de2	4.12	4.94
4de3	5.52	4.62
