	PDB	Labels	Predictions
0	2v7u	5.9	5.88
1	2hzl	6.57	3.69
2	2q89	6.3	3.73
3	1ukb	3.19	3.69
4	3c2f	2.0	5.27
5	2gz2	5.22	4.6
6	2v7v	6.66	4.44
7	3bu1	8.15	4.2
8	2qdt	5.19	5.68
9	1toi	4.05	3.45
10	2hzy	7.39	7.5
11	2pwd	4.4	5.25
12	2nsl	4.68	4.3
13	2qrl	4.0	4.78
14	2j4k	4.85	4.25
15	2cjp	3.1	3.32
16	1iup	2.54	3.53
17	2qry	8.64	7.02
18	2ihk	4.16	3.81
19	2nsj	4.79	4.05
20	2e2p	4.74	5.89
21	2pwg	4.82	5.59
22	2b3f	6.03	4.57
23	3brn	8.7	5.3
24	3c2r	3.11	3.68
25	2jgb	5.61	5.82
26	1tog	3.22	3.46
27	2v7t	7.48	6.5
28	2vhw	5.09	5.22
29	2q88	5.8	4.04
30	2vmd	3.02	3.6
31	3c2o	3.35	3.88
32	2ihj	4.59	3.84
33	1e2k	4.94	7.03
34	1u1w	5.85	3.67
35	2bvd	6.0	5.65
36	2aac	2.22	4.06
37	1tok	2.47	4.06
38	1dy4	4.36	5.53
39	1uz4	3.4	4.16
40	1gww	4.28	5.16
41	1x8d	2.21	4.36
42	1ui0	7.06	4.74
43	1lrh	6.82	5.19
44	1nw5	5.21	6.34
45	1v1j	4.82	3.95
46	2qrk	4.26	5.15
47	1h46	3.57	5.52
48	1gx0	4.28	5.13
49	4ubp	5.59	5.25
50	1bcj	3.7	4.28
51	1toj	3.39	3.57
52	1ia1	7.47	7.34
53	1sg0	7.47	4.64
54	1t9b	6.9	6.55
55	1of6	6.05	6.42
56	1t40	7.96	7.05
57	1mmv	7.24	4.47
58	1r55	6.8	6.76
59	1p2y	5.0	6.15
60	1sq5	4.39	5.74
61	1u1c	5.37	5.8
62	1r9o	5.02	4.58
63	1s19	9.51	9.26
64	1of1	4.82	7.7
65	1v4s	6.44	6.48
