	PDB	Labels	Predictions
0	2v7u	5.9	4.7
1	2hzl	6.57	6.49
2	2q89	6.3	3.26
3	1ukb	3.19	4.37
4	3c2f	2.0	4.33
5	2gz2	5.22	4.57
6	2v7v	6.66	4.09
7	3bu1	8.15	4.17
8	2qdt	5.19	5.57
9	1toi	4.05	4.63
10	2hzy	7.39	6.07
11	2pwd	4.4	5.08
12	2nsl	4.68	3.86
13	2qrl	4.0	3.45
14	2j4k	4.85	4.05
15	2cjp	3.1	4.58
16	1iup	2.54	3.55
17	2qry	8.64	6.96
18	2ihk	4.16	4.05
19	2nsj	4.79	3.88
20	2e2p	4.74	4.01
21	2pwg	4.82	4.77
22	2b3f	6.03	5.47
23	3brn	8.7	4.97
24	3c2r	3.11	4.31
25	2jgb	5.61	5.22
26	1tog	3.22	4.63
27	2v7t	7.48	5.07
28	2vhw	5.09	4.96
29	2q88	5.8	4.17
30	2vmd	3.02	3.99
31	3c2o	3.35	4.79
32	2ihj	4.59	3.98
33	1e2k	4.94	6.7
34	1u1w	5.85	4.59
35	2bvd	6.0	5.97
36	2aac	2.22	5.4
37	1tok	2.47	3.34
38	1dy4	4.36	5.48
39	1uz4	3.4	3.94
40	1gww	4.28	4.58
41	1x8d	2.21	5.57
42	1ui0	7.06	4.49
43	1lrh	6.82	4.47
44	1nw5	5.21	4.62
45	1v1j	4.82	4.42
46	2qrk	4.26	3.75
47	1h46	3.57	5.04
48	1gx0	4.28	4.61
49	4ubp	5.59	5.69
50	1bcj	3.7	4.54
51	1toj	3.39	4.61
52	1ia1	7.47	7.85
53	1sg0	7.47	4.24
54	1t9b	6.9	5.0
55	1of6	6.05	5.98
56	1t40	7.96	6.83
57	1mmv	7.24	4.38
58	1r55	6.8	5.43
59	1p2y	5.0	5.72
60	1sq5	4.39	3.38
61	1u1c	5.37	4.6
62	1r9o	5.02	5.7
63	1s19	9.51	7.85
64	1of1	4.82	7.25
65	1v4s	6.44	6.59
