	PDB	Labels	Predictions
0	4fjk	6.55	4.95
1	2v7u	5.9	4.78
2	2hzl	6.57	4.05
3	2q89	6.3	5.47
4	1ukb	3.19	3.99
5	3c2f	2.0	5.21
6	2gz2	5.22	5.04
7	2v7v	6.66	5.32
8	3bu1	8.15	4.96
9	2qdt	5.19	4.62
10	1toi	4.05	4.35
11	2hzy	7.39	3.88
12	2pwd	4.4	5.49
13	2nsl	4.68	5.51
14	2qrl	4.0	3.6
15	2j4k	4.85	4.56
16	2cjp	3.1	4.75
17	1iup	2.54	4.1
18	2qry	8.64	5.7
19	2ihk	4.16	3.62
20	2nsj	4.79	5.51
21	2e2p	4.74	4.66
22	2pwg	4.82	5.36
23	2b3f	6.03	4.28
24	3brn	8.7	5.85
25	3c2r	3.11	2.8
26	2jgb	5.61	6.13
27	1tog	3.22	4.35
28	2v7t	7.48	5.7
29	2vhw	5.09	4.95
30	2q88	5.8	4.65
31	2vmd	3.02	3.04
32	3c2o	3.35	3.09
33	2ihj	4.59	3.62
34	1e2k	4.94	6.22
35	1u1w	5.85	5.06
36	2bvd	6.0	4.96
37	2aac	2.22	4.73
38	1tok	2.47	4.04
39	1dy4	4.36	4.52
40	1uz4	3.4	5.91
41	1gww	4.28	4.28
42	1x8d	2.21	3.98
43	1ui0	7.06	4.28
44	1lrh	6.82	4.79
45	1nw5	5.21	5.57
46	1v1j	4.82	4.48
47	2qrk	4.26	3.92
48	1h46	3.57	4.82
49	1gx0	4.28	4.28
50	4ubp	5.59	4.99
51	1bcj	3.7	4.3
52	1toj	3.39	4.35
53	1ia1	7.47	5.38
54	1sg0	7.47	4.82
55	1t9b	6.9	6.01
56	1of6	6.05	3.96
57	1t40	7.96	7.6
58	1mmv	7.24	5.3
59	1r55	6.8	7.99
60	1p2y	5.0	5.27
61	1sq5	4.39	5.07
62	1u1c	5.37	4.98
63	1r9o	5.02	5.29
64	1s19	9.51	9.48
65	1of1	4.82	6.23
66	1v4s	6.44	7.0
