	PDB	Labels	Predictions
0	4fjk	6.55	4.55
1	2v7u	5.9	5.51
2	2hzl	6.57	6.56
3	2q89	6.3	5.02
4	1ukb	3.19	3.61
5	3c2f	2.0	6.39
6	2gz2	5.22	4.98
7	2v7v	6.66	4.69
8	3bu1	8.15	5.01
9	2qdt	5.19	5.41
10	1toi	4.05	1.94
11	2hzy	7.39	2.88
12	2pwd	4.4	4.93
13	2nsl	4.68	3.12
14	2qrl	4.0	4.72
15	2j4k	4.85	5.17
16	2cjp	3.1	4.27
17	1iup	2.54	3.49
18	2qry	8.64	6.44
19	2ihk	4.16	5.05
20	2nsj	4.79	3.12
21	2e2p	4.74	6.16
22	2pwg	4.82	4.27
23	2b3f	6.03	5.56
24	3brn	8.7	5.49
25	3c2r	3.11	4.16
26	2jgb	5.61	5.74
27	1tog	3.22	1.94
28	2v7t	7.48	5.54
29	2vhw	5.09	5.45
30	2q88	5.8	4.69
31	2vmd	3.02	4.24
32	3c2o	3.35	4.66
33	2ihj	4.59	5.05
34	1e2k	4.94	4.64
35	1u1w	5.85	3.44
36	2bvd	6.0	5.55
37	2aac	2.22	3.92
38	1tok	2.47	1.27
39	1dy4	4.36	5.29
40	1uz4	3.4	5.84
41	1gww	4.28	4.9
42	1x8d	2.21	6.44
43	1ui0	7.06	5.15
44	1lrh	6.82	3.48
45	1nw5	5.21	4.32
46	1v1j	4.82	4.35
47	2qrk	4.26	6.32
48	1h46	3.57	5.16
49	1gx0	4.28	4.9
50	4ubp	5.59	3.54
51	1bcj	3.7	3.06
52	1toj	3.39	1.94
53	1ia1	7.47	7.06
54	1sg0	7.47	4.44
55	1t9b	6.9	5.16
56	1of6	6.05	4.82
57	1t40	7.96	7.73
58	1mmv	7.24	3.97
59	1r55	6.8	6.61
60	1p2y	5.0	3.4
61	1sq5	4.39	4.37
62	1u1c	5.37	7.32
63	1r9o	5.02	4.52
64	1s19	9.51	7.4
65	1of1	4.82	4.68
66	1v4s	6.44	6.76
