PDB	Labels	Predictions
4fud	6UP	6.35	5.19
4fue	7UP	7.23	7.40
4fu7	1UP	6.20	6.29
4fu8	2UP	5.23	5.31
4fu9	675	6.20	6.05
4fub	4UP	6.21	6.71
4fuc	239	7.40	6.07
4fsm	HK1	7.62	6.78
4fsw	HK6	4.76	5.90
4ft5	H2K	7.56	7.42
4fsn	A58	7.70	7.66
4fsz	HK8	6.97	6.51
4ft7	H3K	8.87	8.50
4ft0	HK9	7.11	7.61
4ft9	H4K	7.69	7.25
4fta	H5K	7.39	6.86
4ftc	H6K	7.63	7.51
4fsq	HK3	8.80	7.63
4fsr	HKC	7.94	8.33
4fst	HK4	8.28	8.38
4fw3	L52	7.23	8.85
4fw4	3P3	8.08	8.97
4fw5	L58	7.48	8.34
4fw6	L59	7.70	8.46
4fw7	L63	7.13	7.39
4fux	E75	6.00	7.94
4fuy	EK2	6.09	7.54
4fv0	EK3	5.59	7.95
4fv1	EK4	7.08	8.41
4fv2	EK5	7.68	7.41
4fv3	EK6	7.74	8.74
4ev4	MER	7.40	7.20
4fv5	EK9	7.70	7.70
4fv7	E94	7.57	8.16
4fv8	E63	7.82	8.78
4fv9	E71	6.72	8.47
4fx3	60K	8.07	6.92
4ek4	1CK	4.48	5.15
4ek5	03K	6.09	7.00
4fkg	4CK	4.67	6.12
4fki	09K	4.23	6.78
4ek6	10K	6.04	7.50
4fjk	DTP	6.55	4.95
4ek8	16K	7.11	8.06
3sw4	18K	6.02	6.45
3sw7	19K	6.64	8.03
4fko	20K	6.11	7.05
4fkp	LS5	6.54	6.30
4fkq	42K	6.28	7.39
4fkr	45K	6.64	8.30
4fks	46K	6.28	7.91
4fkt	48K	5.97	7.40
4fku	60K	7.01	6.92
4fkv	61K	6.60	7.58
4fkw	62K	7.33	6.85
