PDB	Labels	Predictions
2are	MAN	3.28	3.98
2oag	DLI	8.47	7.96
2jbj	G88	9.70	9.11
2pwd	NOJ	4.40	5.49
2pwg	CTS	4.82	5.36
2oym	MNI	5.00	6.29
2hzy	DHJ	7.39	3.88
2ihj	CSF	4.59	3.62
2ojg	19A	5.64	7.61
2hzl	PYR	6.57	4.05
2ovv	PFH	7.92	8.15
2nta	521	4.80	5.68
2qu6	857	8.52	8.90
2pog	WST	9.54	8.19
2o4j	VD4	10.10	9.61
3b92	440	8.00	6.19
2p98	YE7	6.19	5.70
2z4b	DC8	9.36	9.01
2jj3	JJ3	9.55	8.59
2h15	B19	5.67	7.79
2pov	I7B	7.12	8.03
2pow	I7C	7.20	7.45
2nmx	M25	5.57	6.32
1vso	AT1	4.72	6.88
2p95	ME5	9.37	8.03
2p16	GG2	10.10	8.46
2flr	7NH	6.10	7.04
2pgz	COC	5.74	6.89
2bys	LOB	9.52	8.42
2gkl	PD2	5.35	5.02
2nsl	C2R	4.68	5.51
2nsj	C2R	4.79	5.51
2c92	TP6	5.68	5.76
2c94	TSF	6.82	6.01
2nnq	T4B	8.70	6.68
2psv	MUV	7.24	8.60
2cem	2AH	7.92	8.90
2cen	4AH	8.30	9.00
2q54	MU1	9.01	9.16
2b3f	GAL	6.03	4.28
2bbf	344	5.10	6.41
2e2r	2OH	8.26	6.79
2gz2	A2P	5.22	5.04
2hr6	DUD	4.92	4.28
2idz	ZID	9.40	6.19
2ihk	CSF	4.16	3.62
2jff	LK2	3.62	3.88
2oiq	STI	4.94	6.29
2otz	1MR	3.63	3.63
2ou0	MR3	3.23	3.76
2pjo	NMU	0.05	2.75
2pzv	IPH	3.87	5.82
2q88	4CS	5.80	4.65
2q89	6CS	6.30	5.47
2qeh	SRO	8.62	7.10
2qvu	FDP	6.44	6.84
2r3d	ACM	-0.15	3.15
2r5p	MK1	8.48	9.29
2rde	C2E	7.01	7.33
2v8q	AMP	4.61	5.74
3b50	SLB	7.55	7.26
3bgq	VX2	7.96	8.22
3bgz	VX3	6.26	6.27
2v8y	MGV	5.71	6.30
2jgb	MGT	5.61	6.13
1gja	135	5.42	5.62
1swk	BTN	12.00	11.59
1toi	HCI	4.05	4.35
1iup	ALQ	2.54	4.10
1tog	HCI	3.22	4.35
1uto	PEA	2.27	2.65
1ukb	BEZ	3.19	3.99
2cjp	VPR	3.10	4.75
1vot	HUP	6.60	7.33
2fx6	270	3.70	3.74
2c1q	BTN	13.00	11.62
2e2p	ADP	4.74	4.66
2epn	NGT	7.22	5.76
2i2c	DTA	4.70	4.30
2j4k	U5P	4.85	4.56
2jdu	MFU	6.72	5.33
2jdy	MMA	4.37	6.19
2jke	NOJ	4.23	5.02
2p3t	993	11.30	7.91
2p4y	C03	9.00	7.01
2p7g	2OH	6.53	6.79
2pqc	RC1	5.74	6.73
2q6m	P34	6.29	6.38
2q8z	NUP	5.68	6.93
2qbq	4B3	7.44	6.11
2qbr	910	6.33	6.90
2qdt	I38	5.19	4.62
2qhy	MZ1	7.48	7.83
2qhz	MZ2	7.28	9.12
2qi1	MZ4	7.30	8.55
2qi3	MZ5	10.20	9.79
2qi4	MZ6	10.44	9.66
2qi5	MZ7	10.85	9.34
2qi6	MZ8	10.57	9.37
2qmg	SC6	9.15	8.22
2qnq	QN3	6.11	6.39
2qrl	OGA	4.00	3.60
2qry	TPS	8.64	5.70
2r6w	LLB	9.36	8.29
2r75	01G	6.15	7.29
2reg	CHT	5.57	4.43
2rkd	3PP	2.72	1.94
2uwl	895	8.40	7.55
2uwp	894	6.81	7.60
2uy4	AZM	4.68	3.77
2v2c	PGA	3.41	3.91
2v77	PAY	5.06	6.59
2v7t	SAH	7.48	5.70
2v7u	SAM	5.90	4.78
2v7v	5FD	6.66	5.32
2vhw	NAI	5.09	4.95
2vkm	BSD	8.74	7.93
2vmd	MBG	3.02	3.04
2vpn	4CS	6.72	5.41
2vuk	P83	3.82	3.90
2vw5	BC6	8.52	6.42
2w26	RIV	9.40	8.10
2zmm	35B	7.60	6.85
2zn7	410	7.89	6.84
3b3c	PLU	3.98	6.25
3b7r	BIR	7.70	7.70
3bex	PAU	5.57	4.12
3bl0	BL0	6.92	8.36
3brn	SRO	8.70	5.85
3bu1	HSM	8.15	4.96
3bxe	13P	5.48	4.52
3c2f	PRP	2.00	5.21
3c2o	NTM	3.35	3.09
3c2r	PHT	3.11	2.80
3c7i	TVN	5.64	7.00
3ccw	4HI	7.87	7.72
3ccz	5HI	7.29	7.92
3cd7	882	7.84	7.93
3czv	AZM	7.80	7.20
3d2r	ADP	5.48	4.84
3d51	GOX	4.15	4.32
3d83	GK6	8.36	7.50
3ddg	GB7	6.00	4.73
3dp4	AMQ	7.37	5.76
3e92	G6A	8.00	8.07
3eko	PYU	6.70	5.17
3ekr	PY9	5.55	6.74
3ene	NPZ	6.24	6.28
3eqr	T74	8.70	7.98
3f8c	HT1	7.68	6.27
3fat	AMQ	7.64	5.51
