PDB	Labels	Predictions
1gm8	SOX	4.80	5.22
1gpk	HUP	5.37	7.33
1hnn	SKF	6.24	6.68
1hp0	AD3	6.70	5.06
1hq2	PH2	6.77	4.81
1hvy	D16	6.17	6.15
1hwi	115	7.55	7.89
1hww	SWA	7.70	4.74
1ia1	TQ3	7.47	5.38
1j3j	CP6	8.01	5.46
1jd0	AZM	8.24	6.94
1jje	BYS	8.43	5.92
1ke5	LS1	6.25	6.58
1kzk	JE2	10.40	8.34
1l2s	STC	4.59	5.03
1l7f	BCZ	9.10	7.35
1lpz	CMB	7.60	7.88
1lrh	NLA	6.82	4.79
1m2z	DEX	7.22	7.41
1mmv	3AR	7.24	5.30
1n1m	A3M	5.70	6.43
1n2v	BDI	4.08	4.41
1n46	PFA	10.52	7.18
1nav	IH5	7.60	7.40
1of1	SCT	4.82	6.23
1of6	DTY	6.05	3.96
1opk	P16	9.82	7.25
1oq5	CEL	7.68	7.62
1owe	675	6.20	6.05
1oyt	FSN	7.24	7.76
1p2y	NCT	5.00	5.27
1p62	GEO	4.66	6.80
1pmn	984	8.15	7.80
1q1g	MTI	8.57	8.41
1q41	IXM	7.66	7.22
1q4g	BFL	6.89	5.16
1r1h	BIR	8.92	8.16
1r55	097	6.80	7.99
1r58	AO5	6.96	7.51
1r9o	FLP	5.02	5.29
1s19	MC9	9.51	9.48
1s3v	TQD	7.42	7.06
1sg0	STL	7.47	4.82
1sj0	E4D	9.10	8.58
1sq5	PAU	4.39	5.07
1sqn	NDR	9.40	8.65
1t40	ID5	7.96	7.60
1t46	STI	6.38	7.03
1t9b	1CS	6.90	6.01
1tow	CRZ	6.24	5.12
1tt1	KAI	7.19	7.56
1u1c	BAU	5.37	4.98
1uml	FR4	7.52	7.51
1unl	RRC	6.70	6.68
1uou	CMU	7.70	5.01
1v0p	PVB	6.89	6.65
1v48	HA1	8.16	6.87
1v4s	MRK	6.44	7.00
1vcj	IBA	4.59	3.71
1w1p	GIO	2.30	3.20
1w2g	THM	4.57	4.16
1xm6	5RM	6.38	5.67
1xoq	ROF	9.17	9.20
1xoz	CIA	8.92	8.41
1y6b	AAX	7.42	7.77
1ygc	905	9.46	7.62
1yqy	915	7.62	5.40
1ywr	LI9	7.49	7.94
1z95	198	7.12	7.85
2bm2	PM2	7.82	6.24
2br1	PFP	5.14	6.63
2bsm	BSM	5.82	7.34
