PDB	Labels	Predictions
4ypw	4FD	5.50	4.22
4ypx	4FG	4.60	3.36
4ypy	4F9	3.80	3.03
4ypz	4FL	3.50	3.61
4yq0	4FM	4.40	3.75
4yq1	4FN	8.30	7.20
4yq2	EFY	8.30	6.97
4yq3	4G1	6.80	5.59
4yq4	4G3	5.70	4.51
4yq5	4G0	5.40	4.27
4yq6	4FX	6.10	4.21
4yq7	4G4	5.20	4.07
4yq8	4FV	5.10	4.36
4yq9	4GO	6.70	4.92
4yqa	4GN	6.30	4.53
4yqb	4GM	5.90	4.42
4yqc	EFW	6.70	5.17
4yqd	4GZ	5.10	6.07
4yqg	4GY	5.70	4.17
4yqi	4GX	4.80	4.25
4yqj	4GT	6.20	4.64
4yqk	4GS	4.70	3.94
4yql	4H4	4.80	5.25
4yqn	4H3	5.80	5.54
4yqo	4H1	6.30	4.66
4yqp	4H6	5.70	4.48
4yqq	4H7	6.10	4.56
4yqr	4HQ	4.00	4.10
4yqs	4H9	5.60	3.56
4yqt	4H8	6.10	4.51
4yjo	4DF	7.90	8.44
4yjp	4DL	8.46	7.60
4yjq	4DK	7.95	7.90
4yjr	4DJ	7.69	7.83
4yjs	4DN	9.39	7.62
4yjt	4DQ	8.79	8.25
4yju	4DO	7.94	8.12
4yjv	4DT	8.55	8.39
4ykr	4EP	7.53	5.79
4ykq	4EO	7.61	6.37
4ykt	4EQ	8.28	7.96
4ykw	4ES	7.02	6.09
4ykx	4ET	5.56	4.80
4ykz	4EV	5.06	5.21
4yky	4EU	4.30	4.98
4yku	4ER	5.12	5.48
