	PDB	Labels	Predictions
0	4fjk	6.55	5.52
1	2v7u	5.9	5.12
2	2hzl	6.57	3.59
3	2q89	6.3	4.1
4	1ukb	3.19	3.84
5	3c2f	2.0	6.04
6	2gz2	5.22	5.46
7	2v7v	6.66	4.41
8	3bu1	8.15	3.9
9	2qdt	5.19	4.29
10	1toi	4.05	4.06
11	2hzy	7.39	4.92
12	2pwd	4.4	4.3
13	2nsl	4.68	4.92
14	2qrl	4.0	5.2
15	2j4k	4.85	3.99
16	2cjp	3.1	6.36
17	1iup	2.54	3.96
18	2qry	8.64	5.89
19	2ihk	4.16	4.85
20	2nsj	4.79	4.92
21	2e2p	4.74	4.98
22	2pwg	4.82	4.57
23	2b3f	6.03	4.88
24	3brn	8.7	4.21
25	3c2r	3.11	4.41
26	2jgb	5.61	5.77
27	1tog	3.22	4.06
28	2v7t	7.48	5.29
29	2vhw	5.09	4.41
30	2q88	5.8	3.53
31	2vmd	3.02	4.4
32	3c2o	3.35	4.89
33	2ihj	4.59	4.85
34	1e2k	4.94	5.36
35	1u1w	5.85	4.15
36	2bvd	6.0	6.47
37	2aac	2.22	4.63
38	1tok	2.47	3.69
39	1dy4	4.36	4.07
40	1uz4	3.4	4.64
41	1gww	4.28	4.18
42	1x8d	2.21	4.3
43	1ui0	7.06	4.39
44	1lrh	6.82	3.66
45	1nw5	5.21	4.74
46	1v1j	4.82	4.97
47	2qrk	4.26	5.63
48	1h46	3.57	4.37
49	1gx0	4.28	4.18
50	4ubp	5.59	5.34
51	1bcj	3.7	4.21
52	1toj	3.39	4.06
53	1ia1	7.47	5.64
54	1sg0	7.47	5.01
55	1t9b	6.9	6.61
56	1of6	6.05	3.8
57	1t40	7.96	7.16
58	1mmv	7.24	4.86
59	1r55	6.8	7.02
60	1p2y	5.0	4.02
61	1sq5	4.39	4.08
62	1u1c	5.37	4.5
63	1r9o	5.02	5.15
64	1s19	9.51	8.39
65	1of1	4.82	5.37
66	1v4s	6.44	6.86
