	PDB	Labels	Predictions
0	4fjk	6.55	6.47
1	2v7u	5.9	6.47
2	2hzl	6.57	4.77
3	2q89	6.3	5.66
4	1ukb	3.19	4.42
5	3c2f	2.0	5.03
6	2gz2	5.22	5.21
7	2v7v	6.66	5.45
8	3bu1	8.15	4.83
9	2qdt	5.19	5.35
10	1toi	4.05	4.49
11	2hzy	7.39	5.89
12	2pwd	4.4	5.84
13	2nsl	4.68	5.49
14	2qrl	4.0	4.49
15	2j4k	4.85	6.22
16	2cjp	3.1	5.72
17	1iup	2.54	4.23
18	2qry	8.64	6.89
19	2ihk	4.16	5.49
20	2nsj	4.79	5.2
21	2e2p	4.74	4.94
22	2pwg	4.82	6.15
23	2b3f	6.03	5.43
24	3brn	8.7	5.25
25	3c2r	3.11	5.1
26	2jgb	5.61	5.07
27	1tog	3.22	4.52
28	2v7t	7.48	6.41
29	2vhw	5.09	5.58
30	2q88	5.8	5.32
31	2vmd	3.02	4.11
32	3c2o	3.35	4.81
33	2ihj	4.59	6.2
34	1e2k	4.94	6.55
35	1u1w	5.85	4.6
36	2bvd	6.0	5.97
37	2aac	2.22	4.62
38	1tok	2.47	3.98
39	1dy4	4.36	6.22
40	1uz4	3.4	5.87
41	1gww	4.28	4.73
42	1x8d	2.21	4.76
43	1ui0	7.06	3.98
44	1lrh	6.82	5.37
45	1nw5	5.21	5.69
46	1v1j	4.82	5.83
47	2qrk	4.26	5.75
48	1h46	3.57	6.09
49	1gx0	4.28	5.39
50	4ubp	5.59	4.59
51	1bcj	3.7	4.18
52	1toj	3.39	4.53
53	1ia1	7.47	6.77
54	1sg0	7.47	5.24
55	1t9b	6.9	6.27
56	1of6	6.05	5.41
57	1t40	7.96	6.68
58	1mmv	7.24	5.19
59	1r55	6.8	5.89
60	1p2y	5.0	5.09
61	1sq5	4.39	5.35
62	1u1c	5.37	6.55
63	1r9o	5.02	6.27
64	1s19	9.51	7.91
65	1of1	4.82	6.41
66	1v4s	6.44	6.37
