	PDB	Labels	Predictions
0	4fjk	6.55	5.12
1	2v7u	5.9	4.05
2	2hzl	6.57	3.31
3	2q89	6.3	4.93
4	1ukb	3.19	3.59
5	3c2f	2.0	5.03
6	2gz2	5.22	4.54
7	2v7v	6.66	4.12
8	3bu1	8.15	3.82
9	2qdt	5.19	5.61
10	1toi	4.05	4.14
11	2hzy	7.39	4.65
12	2pwd	4.4	4.77
13	2nsl	4.68	3.95
14	2qrl	4.0	4.54
15	2j4k	4.85	4.51
16	2cjp	3.1	4.55
17	1iup	2.54	3.85
18	2qry	8.64	5.32
19	2ihk	4.16	4.37
20	2nsj	4.79	3.95
21	2e2p	4.74	5.16
22	2pwg	4.82	4.4
23	2b3f	6.03	4.19
24	3brn	8.7	4.42
25	3c2r	3.11	3.36
26	2jgb	5.61	5.04
27	1tog	3.22	4.14
28	2v7t	7.48	4.32
29	2vhw	5.09	5.69
30	2q88	5.8	4.14
31	2vmd	3.02	3.9
32	3c2o	3.35	3.89
33	2ihj	4.59	4.37
34	1e2k	4.94	5.66
35	1u1w	5.85	4.59
36	2bvd	6.0	6.23
37	2aac	2.22	3.63
38	1tok	2.47	3.54
39	1dy4	4.36	5.44
40	1uz4	3.4	4.85
41	1gww	4.28	4.63
42	1x8d	2.21	4.31
43	1ui0	7.06	4.19
44	1lrh	6.82	3.98
45	1nw5	5.21	4.56
46	1v1j	4.82	4.73
47	2qrk	4.26	4.48
48	1h46	3.57	5.59
49	1gx0	4.28	4.63
50	4ubp	5.59	4.42
51	1bcj	3.7	3.78
52	1toj	3.39	4.14
53	1ia1	7.47	5.64
54	1sg0	7.47	5.34
55	1t9b	6.9	5.88
56	1of6	6.05	5.03
57	1t40	7.96	6.48
58	1mmv	7.24	3.99
59	1r55	6.8	6.21
60	1p2y	5.0	6.34
61	1sq5	4.39	5.17
62	1u1c	5.37	5.93
63	1r9o	5.02	6.05
64	1s19	9.51	7.46
65	1of1	4.82	4.89
66	1v4s	6.44	7.44
