	PDB	Labels	Predictions
0	4fjk	6.55	4.28
1	2v7u	5.9	4.72
2	2hzl	6.57	4.56
3	2q89	6.3	4.21
4	1ukb	3.19	2.92
5	3c2f	2.0	4.96
6	2gz2	5.22	5.37
7	2v7v	6.66	4.72
8	3bu1	8.15	3.15
9	2qdt	5.19	4.55
10	1toi	4.05	4.0
11	2hzy	7.39	5.29
12	2pwd	4.4	4.35
13	2nsl	4.68	4.18
14	2qrl	4.0	4.5
15	2j4k	4.85	3.92
16	2cjp	3.1	5.12
17	1iup	2.54	3.81
18	2qry	8.64	5.29
19	2ihk	4.16	3.87
20	2nsj	4.79	4.18
21	2e2p	4.74	4.53
22	2pwg	4.82	4.68
23	2b3f	6.03	4.62
24	3brn	8.7	3.15
25	3c2r	3.11	4.63
26	2jgb	5.61	5.97
27	1tog	3.22	4.0
28	2v7t	7.48	5.14
29	2vhw	5.09	4.66
30	2q88	5.8	3.21
31	2vmd	3.02	4.59
32	3c2o	3.35	3.34
33	2ihj	4.59	3.87
34	1e2k	4.94	5.88
35	1u1w	5.85	2.5
36	2bvd	6.0	4.31
37	2aac	2.22	5.12
38	1tok	2.47	3.76
39	1dy4	4.36	3.53
40	1uz4	3.4	4.91
41	1gww	4.28	4.01
42	1x8d	2.21	3.79
43	1ui0	7.06	4.36
44	1lrh	6.82	3.28
45	1nw5	5.21	4.38
46	1v1j	4.82	4.13
47	2qrk	4.26	4.26
48	1h46	3.57	3.88
49	1gx0	4.28	4.01
50	4ubp	5.59	3.86
51	1bcj	3.7	4.93
52	1toj	3.39	4.0
53	1ia1	7.47	6.35
54	1sg0	7.47	5.66
55	1t9b	6.9	7.2
56	1of6	6.05	4.5
57	1t40	7.96	6.37
58	1mmv	7.24	5.06
59	1r55	6.8	6.24
60	1p2y	5.0	7.49
61	1sq5	4.39	4.36
62	1u1c	5.37	5.49
63	1r9o	5.02	6.14
64	1s19	9.51	7.07
65	1of1	4.82	6.21
66	1v4s	6.44	7.45
