	PDB	Labels	Predictions
0	4fjk	6.55	5.88
1	2v7u	5.9	6.25
2	2hzl	6.57	5.02
3	2q89	6.3	5.01
4	1ukb	3.19	5.36
5	3c2f	2.0	4.35
6	2gz2	5.22	4.04
7	2v7v	6.66	6.0
8	3bu1	8.15	3.24
9	2qdt	5.19	4.59
10	1toi	4.05	6.9
11	2hzy	7.39	5.98
12	2pwd	4.4	5.66
13	2nsl	4.68	6.26
14	2qrl	4.0	5.18
15	2j4k	4.85	4.95
16	2cjp	3.1	5.35
17	1iup	2.54	5.05
18	2qry	8.64	7.64
19	2ihk	4.16	5.51
20	2nsj	4.79	6.26
21	2e2p	4.74	5.17
22	2pwg	4.82	5.31
23	2b3f	6.03	4.63
24	3brn	8.7	5.04
25	3c2r	3.11	3.5
26	2jgb	5.61	6.17
27	1tog	3.22	6.9
28	2v7t	7.48	6.74
29	2vhw	5.09	6.58
30	2q88	5.8	4.74
31	2vmd	3.02	4.36
32	3c2o	3.35	3.49
33	2ihj	4.59	5.51
34	1e2k	4.94	5.46
35	1u1w	5.85	3.29
36	2bvd	6.0	5.7
37	2aac	2.22	5.12
38	1tok	2.47	6.78
39	1dy4	4.36	6.0
40	1uz4	3.4	7.31
41	1gww	4.28	4.51
42	1x8d	2.21	4.89
43	1ui0	7.06	2.87
44	1lrh	6.82	5.5
45	1nw5	5.21	7.36
46	1v1j	4.82	4.28
47	2qrk	4.26	5.03
48	1h46	3.57	5.68
49	1gx0	4.28	4.51
50	4ubp	5.59	5.49
51	1bcj	3.7	4.28
52	1toj	3.39	6.9
53	1ia1	7.47	3.66
54	1sg0	7.47	5.86
55	1t9b	6.9	5.73
56	1of6	6.05	3.47
57	1t40	7.96	7.0
58	1mmv	7.24	3.93
59	1r55	6.8	7.09
60	1p2y	5.0	5.93
61	1sq5	4.39	4.06
62	1u1c	5.37	4.23
63	1r9o	5.02	6.14
64	1s19	9.51	7.19
65	1of1	4.82	5.46
66	1v4s	6.44	6.29
