	PDB	Labels	Predictions
0	4fjk	6.55	4.75
1	2v7u	5.9	5.55
2	2hzl	6.57	3.85
3	2q89	6.3	5.21
4	1ukb	3.19	3.71
5	3c2f	2.0	4.71
6	2gz2	5.22	4.76
7	2v7v	6.66	5.01
8	3bu1	8.15	4.37
9	2qdt	5.19	4.35
10	1toi	4.05	5.2
11	2hzy	7.39	5.15
12	2pwd	4.4	5.3
13	2nsl	4.68	5.18
14	2qrl	4.0	4.76
15	2j4k	4.85	4.62
16	2cjp	3.1	5.75
17	1iup	2.54	3.9
18	2qry	8.64	6.45
19	2ihk	4.16	5.44
20	2nsj	4.79	5.21
21	2e2p	4.74	4.81
22	2pwg	4.82	4.91
23	2b3f	6.03	4.86
24	3brn	8.7	4.92
25	3c2r	3.11	4.24
26	2jgb	5.61	5.73
27	1tog	3.22	5.17
28	2v7t	7.48	5.47
29	2vhw	5.09	4.86
30	2q88	5.8	4.73
31	2vmd	3.02	3.67
32	3c2o	3.35	4.39
33	2ihj	4.59	5.54
34	1e2k	4.94	5.65
35	1u1w	5.85	4.59
36	2bvd	6.0	5.6
37	2aac	2.22	4.52
38	1tok	2.47	4.54
39	1dy4	4.36	6.19
40	1uz4	3.4	5.65
41	1gww	4.28	4.96
42	1x8d	2.21	4.31
43	1ui0	7.06	4.91
44	1lrh	6.82	5.63
45	1nw5	5.21	4.76
46	1v1j	4.82	4.2
47	2qrk	4.26	4.97
48	1h46	3.57	6.4
49	1gx0	4.28	4.93
50	4ubp	5.59	4.32
51	1bcj	3.7	4.62
52	1toj	3.39	5.19
53	1ia1	7.47	6.51
54	1sg0	7.47	6.09
55	1t9b	6.9	4.82
56	1of6	6.05	4.45
57	1t40	7.96	6.87
58	1mmv	7.24	4.81
59	1r55	6.8	6.04
60	1p2y	5.0	4.79
61	1sq5	4.39	4.75
62	1u1c	5.37	5.77
63	1r9o	5.02	6.45
64	1s19	9.51	7.38
65	1of1	4.82	5.85
66	1v4s	6.44	5.37
