PDB	Labels	Predictions
1bcu	3.28	5.29
1bzc	4.92	6.12
1c5z	4.01	4.39
1e66	9.89	7.16
1eby	9.70	8.55
1g2k	7.96	9.79
1gpk	5.37	5.96
1gpn	6.48	5.74
1h22	9.10	7.65
1h23	8.35	7.27
1k1i	6.58	6.27
1lpg	7.09	7.45
1mq6	11.15	7.62
1nc1	6.12	7.53
1nc3	5.00	8.05
1nvq	8.25	7.71
1o0h	5.92	5.53
1o3f	7.96	5.58
1o5b	5.77	5.58
1owh	7.40	6.56
1oyt	7.24	6.77
1p1n	6.80	6.84
1p1q	4.89	4.82
1ps3	2.28	4.60
1pxn	7.15	7.06
1qf1	7.32	7.63
1qkt	9.04	8.18
1r5y	6.46	5.29
1s38	5.15	6.64
1sqa	9.21	6.78
1syi	5.44	6.13
1u1b	7.80	5.93
1uto	2.27	3.43
1vso	4.72	5.38
1w4o	5.22	4.82
1y6r	10.11	8.95
1yc1	6.17	6.54
1z6e	9.72	8.19
1z95	7.12	8.74
1z9g	5.64	6.02
2al5	8.40	6.63
2br1	5.14	7.32
2brb	4.86	6.48
2cbv	5.48	6.50
2cet	8.02	8.28
2fvd	8.52	7.67
2fxs	6.06	6.02
2hb1	3.80	5.98
2iwx	6.68	7.16
2j78	6.42	6.39
2j7h	7.19	6.70
2p15	10.30	10.02
2p4y	9.00	7.15
2pog	9.54	7.66
2qbp	8.40	6.95
2qbq	7.44	6.56
2qbr	6.33	6.00
2qe4	7.96	7.31
2qnq	6.11	6.73
2r9w	5.10	5.44
2v00	3.66	5.39
2v7a	8.30	6.96
2vkm	8.74	7.95
2vvn	7.30	7.93
2vw5	8.52	5.75
2w4x	4.85	4.94
2w66	4.05	5.40
2wbg	4.45	7.06
2wca	5.60	5.24
2weg	6.50	7.18
2wer	7.05	6.67
2wn9	8.52	5.78
2wnc	6.32	6.95
2wtv	8.74	8.20
2wvt	6.12	5.36
2x00	11.33	7.84
2xb8	7.59	6.47
2xbv	8.43	7.94
2xdl	3.10	5.46
2xii	7.20	7.18
2xj7	6.66	4.99
2xnb	6.83	7.33
2xys	7.42	7.17
2y5h	5.79	8.53
2yfe	6.63	7.14
2yge	5.06	5.99
2yki	9.46	6.33
2ymd	3.16	6.56
2zb1	6.32	7.39
2zcq	8.82	7.75
2zcr	6.87	7.28
2zda	8.40	8.88
2zy1	7.40	6.89
3acw	4.76	7.19
3ag9	8.05	6.97
3ao4	2.07	5.04
3arp	7.15	7.62
3arq	6.40	6.67
3aru	3.22	5.93
3arv	5.64	5.45
3ary	6.00	6.59
3b1m	8.48	6.22
3b27	5.16	6.99
3b5r	8.77	8.13
3b65	9.27	7.17
3b68	8.40	7.61
3bgz	6.26	6.68
3coy	6.02	4.90
3coz	5.57	5.23
3d4z	4.89	4.43
3d6q	3.76	3.61
3dd0	9.00	8.18
3dx1	3.58	7.95
3dx2	6.82	7.09
3dxg	2.40	3.67
3e5a	8.23	7.07
3e92	8.00	7.71
3e93	8.85	7.73
3ebp	5.91	6.43
3ehy	5.85	7.12
3ejr	8.57	8.54
3f3c	6.02	6.03
3fcq	2.77	3.72
3fur	8.00	7.30
3fv1	9.30	8.43
3fv2	8.11	7.80
3g0w	9.52	7.83
3g2n	4.09	5.36
3g2z	2.36	4.16
3g31	2.89	3.83
3gbb	6.90	7.30
3gc5	7.26	7.13
3ge7	8.70	7.84
3gr2	2.52	5.46
3gv9	2.12	4.42
3gy4	5.10	4.70
3ivg	4.30	6.46
3jvr	5.72	5.38
3jvs	6.54	5.92
3jya	6.89	6.43
3k5v	6.30	6.32
3kgp	2.57	3.17
3kr8	8.10	6.67
3kwa	4.08	6.60
3l7b	2.40	4.29
3lka	2.82	6.24
3mss	4.66	5.00
3myg	10.70	7.25
3n76	6.85	6.89
3n7a	3.70	4.30
3n86	5.64	7.00
3nq9	4.03	5.02
3nw9	9.00	7.81
3nx7	8.10	8.26
3o9i	11.82	10.22
3oe4	7.47	6.72
3oe5	6.88	6.29
3ozs	5.33	7.20
3ozt	4.13	7.05
3p5o	7.26	7.82
3prs	7.82	6.94
3pww	7.32	7.36
3pxf	4.43	4.79
3pyy	6.86	5.76
3qgy	7.80	8.32
3qqs	5.82	5.28
3r88	4.82	3.33
3rlr	7.52	6.67
3rr4	4.55	5.26
3rsx	4.41	6.29
3ryj	7.80	8.31
3syr	5.10	4.78
3tsk	7.17	7.31
3twp	3.92	4.29
3u5j	5.61	6.39
3u8k	8.66	8.25
3u8n	10.17	7.23
3u9q	4.38	5.72
3udh	2.85	5.17
3ueu	5.24	5.90
3uev	5.89	6.43
3uew	6.31	6.65
3uex	6.92	6.26
3ui7	9.00	6.99
3uo4	6.52	6.92
3up2	7.40	7.76
3utu	10.92	8.10
