	PDB	Labels	Predictions
0	4fjk	6.55	6.02
1	2v7u	5.9	4.77
2	2hzl	6.57	5.96
3	2q89	6.3	4.57
4	1ukb	3.19	4.84
5	3c2f	2.0	5.68
6	2gz2	5.22	5.67
7	2v7v	6.66	4.75
8	3bu1	8.15	4.85
9	2qdt	5.19	4.97
10	1toi	4.05	4.44
11	2hzy	7.39	4.05
12	2pwd	4.4	4.71
13	2nsl	4.68	4.46
14	2qrl	4.0	5.64
15	2j4k	4.85	5.01
16	2cjp	3.1	6.09
17	1iup	2.54	6.88
18	2qry	8.64	6.49
19	2ihk	4.16	7.18
20	2nsj	4.79	4.61
21	2e2p	4.74	5.16
22	2pwg	4.82	4.96
23	2b3f	6.03	6.05
24	3brn	8.7	5.92
25	3c2r	3.11	4.84
26	2jgb	5.61	6.18
27	1tog	3.22	4.26
28	2v7t	7.48	5.37
29	2vhw	5.09	5.37
30	2q88	5.8	3.95
31	2vmd	3.02	4.55
32	3c2o	3.35	6.56
33	2ihj	4.59	7.14
34	1e2k	4.94	6.63
35	1u1w	5.85	4.37
36	2bvd	6.0	5.25
37	2aac	2.22	6.25
38	1tok	2.47	5.76
39	1dy4	4.36	4.72
40	1uz4	3.4	4.89
41	1gww	4.28	4.73
42	1x8d	2.21	5.28
43	1ui0	7.06	3.43
44	1lrh	6.82	3.9
45	1nw5	5.21	5.31
46	1v1j	4.82	5.16
47	2qrk	4.26	5.43
48	1h46	3.57	6.28
49	1gx0	4.28	4.76
50	4ubp	5.59	7.31
51	1bcj	3.7	4.95
52	1toj	3.39	4.35
53	1ia1	7.47	6.63
54	1sg0	7.47	6.39
55	1t9b	6.9	6.97
56	1of6	6.05	5.48
57	1t40	7.96	6.57
58	1mmv	7.24	5.17
59	1r55	6.8	4.38
60	1p2y	5.0	4.24
61	1sq5	4.39	6.9
62	1u1c	5.37	4.94
63	1r9o	5.02	5.54
64	1s19	9.51	7.43
65	1of1	4.82	6.48
66	1v4s	6.44	7.04
