PDB	Labels	Predictions
2are	3.28	4.63
2oag	8.47	8.50
2jbj	9.70	7.94
2pwd	4.40	6.49
2pwg	4.82	6.59
2oym	5.00	5.70
2hzy	7.39	5.08
2ihj	4.59	6.01
2ojg	5.64	7.38
2hzl	6.57	5.53
2ovv	7.92	8.30
2nta	4.80	5.77
2qu6	8.52	8.98
2pog	9.54	8.39
2o4j	10.10	8.48
3b92	8.00	6.76
2p98	6.19	5.73
2z4b	9.36	8.24
2jj3	9.55	8.25
2h15	5.67	7.33
2pov	7.12	7.17
2pow	7.20	7.90
2nmx	5.57	5.01
1vso	4.72	7.94
2p95	9.37	8.20
2p16	10.10	7.77
2flr	6.10	6.17
2pgz	5.74	5.94
2bys	9.52	6.69
2gkl	5.35	4.34
2nsl	4.68	6.02
2nsj	4.79	6.02
2c92	5.68	5.24
2c94	6.82	6.00
2nnq	8.70	6.35
2psv	7.24	9.56
2cem	7.92	9.21
2cen	8.30	9.22
2q54	9.01	9.16
2b3f	6.03	5.24
2bbf	5.10	5.97
2e2r	8.26	6.36
2gz2	5.22	4.77
2hr6	4.92	3.91
2idz	9.40	5.74
2ihk	4.16	6.01
2jff	3.62	3.51
2oiq	4.94	7.37
2otz	3.63	3.65
2ou0	3.23	3.51
2pjo	0.05	3.53
2pzv	3.87	4.48
2q88	5.80	5.63
2q89	6.30	5.68
2qeh	8.62	4.59
2qvu	6.44	4.69
2r3d	-0.15	3.05
2r5p	8.48	9.22
2rde	7.01	7.12
2v8q	4.61	5.45
3b50	7.55	7.33
3bgq	7.96	7.75
3bgz	6.26	6.55
2v8y	5.71	5.21
2jgb	5.61	6.59
1gja	5.42	6.45
1swk	12.00	9.11
1toi	4.05	5.59
1iup	2.54	4.88
1tog	3.22	5.59
1uto	2.27	3.18
1ukb	3.19	5.80
2cjp	3.10	5.50
1vot	6.60	6.81
2fx6	3.70	3.28
2c1q	13.00	7.55
2e2p	4.74	4.59
2epn	7.22	6.41
2i2c	4.70	3.57
2j4k	4.85	4.00
2jdu	6.72	6.01
2jdy	4.37	6.06
2jke	4.23	5.21
2p3t	11.30	9.31
2p4y	9.00	6.78
2p7g	6.53	6.36
2pqc	5.74	6.87
2q6m	6.29	5.62
2q8z	5.68	5.24
2qbq	7.44	6.42
2qbr	6.33	5.70
2qdt	5.19	4.44
2qhy	7.48	9.91
2qhz	7.28	10.80
2qi1	7.30	9.82
2qi3	10.20	10.03
2qi4	10.44	9.86
2qi5	10.85	10.15
2qi6	10.57	9.49
2qmg	9.15	8.08
2qnq	6.11	6.46
2qrl	4.00	4.43
2qry	8.64	6.76
2r6w	9.36	8.84
2r75	6.15	5.75
2reg	5.57	4.18
2rkd	2.72	3.58
2uwl	8.40	8.01
2uwp	6.81	8.32
2uy4	4.68	6.14
2v2c	3.41	4.24
2v77	5.06	5.15
2v7t	7.48	5.92
2v7u	5.90	5.91
2v7v	6.66	6.04
2vhw	5.09	5.18
2vkm	8.74	7.30
2vmd	3.02	5.54
2vpn	6.72	5.43
2vuk	3.82	4.53
2vw5	8.52	5.36
2w26	9.40	7.69
2zmm	7.60	7.44
2zn7	7.89	7.03
3b3c	3.98	4.43
3b7r	7.70	8.25
3bex	5.57	2.42
3bl0	6.92	7.86
3brn	8.70	5.43
3bu1	8.15	3.68
3bxe	5.48	4.56
3c2f	2.00	4.33
3c2o	3.35	3.90
3c2r	3.11	3.92
3c7i	5.64	7.62
3ccw	7.87	7.55
3ccz	7.29	7.58
3cd7	7.84	7.62
3czv	7.80	7.26
3d2r	5.48	5.54
3d51	4.15	4.21
3d83	8.36	7.73
3ddg	6.00	5.34
3dp4	7.37	6.80
3e92	8.00	8.24
3eko	6.70	4.50
3ekr	5.55	7.11
3ene	6.24	6.98
3eqr	8.70	9.46
3f8c	7.68	5.05
3fat	7.64	5.63
