	PDB	Labels	Predictions
0	4fjk	6.55	5.18
1	2v7u	5.9	4.85
2	2hzl	6.57	4.58
3	2q89	6.3	4.3
4	1ukb	3.19	3.74
5	3c2f	2.0	5.15
6	2gz2	5.22	5.88
7	2v7v	6.66	4.56
8	3bu1	8.15	4.02
9	2qdt	5.19	5.31
10	1toi	4.05	3.32
11	2hzy	7.39	3.74
12	2pwd	4.4	4.26
13	2nsl	4.68	5.51
14	2qrl	4.0	4.54
15	2j4k	4.85	5.25
16	2cjp	3.1	4.47
17	1iup	2.54	2.98
18	2qry	8.64	5.51
19	2ihk	4.16	5.04
20	2nsj	4.79	5.51
21	2e2p	4.74	5.46
22	2pwg	4.82	5.47
23	2b3f	6.03	3.73
24	3brn	8.7	4.03
25	3c2r	3.11	4.06
26	2jgb	5.61	7.02
27	1tog	3.22	3.32
28	2v7t	7.48	5.09
29	2vhw	5.09	4.81
30	2q88	5.8	3.99
31	2vmd	3.02	3.44
32	3c2o	3.35	4.05
33	2ihj	4.59	5.04
34	1e2k	4.94	4.96
35	1u1w	5.85	4.01
36	2bvd	6.0	5.79
37	2aac	2.22	4.34
38	1tok	2.47	3.35
39	1dy4	4.36	3.71
40	1uz4	3.4	5.39
41	1gww	4.28	4.22
42	1x8d	2.21	4.38
43	1ui0	7.06	4.27
44	1lrh	6.82	4.19
45	1nw5	5.21	5.13
46	1v1j	4.82	4.24
47	2qrk	4.26	5.05
48	1h46	3.57	3.26
49	1gx0	4.28	4.22
50	4ubp	5.59	3.31
51	1bcj	3.7	4.36
52	1toj	3.39	3.32
53	1ia1	7.47	4.68
54	1sg0	7.47	5.06
55	1t9b	6.9	5.13
56	1of6	6.05	4.2
57	1t40	7.96	7.03
58	1mmv	7.24	4.07
59	1r55	6.8	7.68
60	1p2y	5.0	4.42
61	1sq5	4.39	4.87
62	1u1c	5.37	4.45
63	1r9o	5.02	4.96
64	1s19	9.51	8.35
65	1of1	4.82	4.95
66	1v4s	6.44	6.2
