	PDB	Labels	Predictions
0	4fjk	6.55	4.65
1	2v7u	5.9	6.06
2	2hzl	6.57	3.96
3	2q89	6.3	4.46
4	1ukb	3.19	4.79
5	3c2f	2.0	4.82
6	2gz2	5.22	4.29
7	2v7v	6.66	6.05
8	3bu1	8.15	3.77
9	2qdt	5.19	4.42
10	1toi	4.05	5.84
11	2hzy	7.39	5.26
12	2pwd	4.4	6.49
13	2nsl	4.68	6.75
14	2qrl	4.0	4.58
15	2j4k	4.85	4.71
16	2cjp	3.1	5.29
17	1iup	2.54	4.66
18	2qry	8.64	7.06
19	2ihk	4.16	6.32
20	2nsj	4.79	6.75
21	2e2p	4.74	4.52
22	2pwg	4.82	6.42
23	2b3f	6.03	4.75
24	3brn	8.7	4.31
25	3c2r	3.11	3.51
26	2jgb	5.61	5.98
27	1tog	3.22	5.84
28	2v7t	7.48	6.29
29	2vhw	5.09	5.59
30	2q88	5.8	4.49
31	2vmd	3.02	5.53
32	3c2o	3.35	3.42
33	2ihj	4.59	6.32
34	1e2k	4.94	5.06
35	1u1w	5.85	3.24
36	2bvd	6.0	5.66
37	2aac	2.22	6.47
38	1tok	2.47	5.09
39	1dy4	4.36	5.78
40	1uz4	3.4	4.97
41	1gww	4.28	4.18
42	1x8d	2.21	3.89
43	1ui0	7.06	3.64
44	1lrh	6.82	4.98
45	1nw5	5.21	5.78
46	1v1j	4.82	5.52
47	2qrk	4.26	5.32
48	1h46	3.57	4.18
49	1gx0	4.28	4.18
50	4ubp	5.59	3.72
51	1bcj	3.7	5.41
52	1toj	3.39	5.84
53	1ia1	7.47	4.72
54	1sg0	7.47	4.72
55	1t9b	6.9	5.77
56	1of6	6.05	3.37
57	1t40	7.96	6.74
58	1mmv	7.24	3.92
59	1r55	6.8	5.64
60	1p2y	5.0	5.88
61	1sq5	4.39	5.53
62	1u1c	5.37	4.77
63	1r9o	5.02	5.81
64	1s19	9.51	7.46
65	1of1	4.82	5.36
66	1v4s	6.44	6.92
