	PDB	Labels	Predictions
0	4fjk	6.55	4.63
1	2v7u	5.9	5.72
2	2hzl	6.57	3.91
3	2q89	6.3	4.72
4	1ukb	3.19	3.96
5	3c2f	2.0	5.49
6	2gz2	5.22	4.86
7	2v7v	6.66	6.12
8	3bu1	8.15	4.5
9	2qdt	5.19	4.09
10	1toi	4.05	3.54
11	2hzy	7.39	5.53
12	2pwd	4.4	4.75
13	2nsl	4.68	4.44
14	2qrl	4.0	4.23
15	2j4k	4.85	4.93
16	2cjp	3.1	4.87
17	1iup	2.54	4.56
18	2qry	8.64	5.78
19	2ihk	4.16	6.06
20	2nsj	4.79	4.65
21	2e2p	4.74	5.6
22	2pwg	4.82	5.18
23	2b3f	6.03	4.81
24	3brn	8.7	4.22
25	3c2r	3.11	5.24
26	2jgb	5.61	6.3
27	1tog	3.22	3.68
28	2v7t	7.48	5.56
29	2vhw	5.09	5.32
30	2q88	5.8	4.37
31	2vmd	3.02	3.8
32	3c2o	3.35	5.26
33	2ihj	4.59	6.01
34	1e2k	4.94	5.95
35	1u1w	5.85	4.99
36	2bvd	6.0	4.74
37	2aac	2.22	4.35
38	1tok	2.47	3.71
39	1dy4	4.36	6.9
40	1uz4	3.4	4.64
41	1gww	4.28	5.07
42	1x8d	2.21	4.79
43	1ui0	7.06	5.0
44	1lrh	6.82	3.9
45	1nw5	5.21	5.88
46	1v1j	4.82	5.34
47	2qrk	4.26	4.61
48	1h46	3.57	6.73
49	1gx0	4.28	5.14
50	4ubp	5.59	3.92
51	1bcj	3.7	4.86
52	1toj	3.39	3.61
53	1ia1	7.47	5.53
54	1sg0	7.47	5.02
55	1t9b	6.9	6.92
56	1of6	6.05	6.05
57	1t40	7.96	6.65
58	1mmv	7.24	5.43
59	1r55	6.8	5.74
60	1p2y	5.0	4.41
61	1sq5	4.39	5.38
62	1u1c	5.37	5.8
63	1r9o	5.02	5.99
64	1s19	9.51	8.08
65	1of1	4.82	5.42
66	1v4s	6.44	6.14
