	PDB	Labels	Predictions
0	4fjk	6.55	5.37
1	2v7u	5.9	5.06
2	2hzl	6.57	4.08
3	2q89	6.3	5.1
4	1ukb	3.19	5.03
5	3c2f	2.0	5.57
6	2gz2	5.22	4.56
7	2v7v	6.66	5.89
8	3bu1	8.15	4.18
9	2qdt	5.19	6.09
10	1toi	4.05	3.62
11	2hzy	7.39	6.48
12	2pwd	4.4	4.82
13	2nsl	4.68	4.08
14	2qrl	4.0	4.61
15	2j4k	4.85	4.12
16	2cjp	3.1	4.12
17	1iup	2.54	3.66
18	2qry	8.64	4.63
19	2ihk	4.16	3.49
20	2nsj	4.79	4.08
21	2e2p	4.74	4.33
22	2pwg	4.82	4.87
23	2b3f	6.03	3.32
24	3brn	8.7	3.81
25	3c2r	3.11	4.84
26	2jgb	5.61	5.94
27	1tog	3.22	3.62
28	2v7t	7.48	5.77
29	2vhw	5.09	5.42
30	2q88	5.8	3.53
31	2vmd	3.02	3.39
32	3c2o	3.35	5.09
33	2ihj	4.59	3.49
34	1e2k	4.94	4.55
35	1u1w	5.85	4.88
36	2bvd	6.0	4.82
37	2aac	2.22	5.26
38	1tok	2.47	3.2
39	1dy4	4.36	6.62
40	1uz4	3.4	4.55
41	1gww	4.28	4.45
42	1x8d	2.21	4.48
43	1ui0	7.06	5.27
44	1lrh	6.82	5.26
45	1nw5	5.21	5.02
46	1v1j	4.82	3.43
47	2qrk	4.26	4.7
48	1h46	3.57	6.7
49	1gx0	4.28	4.45
50	4ubp	5.59	3.37
51	1bcj	3.7	3.43
52	1toj	3.39	3.62
53	1ia1	7.47	6.38
54	1sg0	7.47	5.15
55	1t9b	6.9	5.28
56	1of6	6.05	3.83
57	1t40	7.96	7.39
58	1mmv	7.24	4.43
59	1r55	6.8	7.7
60	1p2y	5.0	6.3
61	1sq5	4.39	4.47
62	1u1c	5.37	4.38
63	1r9o	5.02	7.42
64	1s19	9.51	7.58
65	1of1	4.82	4.79
66	1v4s	6.44	6.28
