	PDB	Labels	Predictions
0	4fjk	6.55	4.73
1	2v7u	5.9	5.0
2	2hzl	6.57	4.42
3	2q89	6.3	4.23
4	1ukb	3.19	4.09
5	3c2f	2.0	4.72
6	2gz2	5.22	5.25
7	2v7v	6.66	6.64
8	3bu1	8.15	2.46
9	2qdt	5.19	5.9
10	1toi	4.05	4.64
11	2hzy	7.39	6.66
12	2pwd	4.4	4.99
13	2nsl	4.68	3.89
14	2qrl	4.0	4.45
15	2j4k	4.85	3.81
16	2cjp	3.1	4.21
17	1iup	2.54	5.97
18	2qry	8.64	6.71
19	2ihk	4.16	3.34
20	2nsj	4.79	3.89
21	2e2p	4.74	6.21
22	2pwg	4.82	5.23
23	2b3f	6.03	3.81
24	3brn	8.7	2.58
25	3c2r	3.11	5.15
26	2jgb	5.61	5.33
27	1tog	3.22	4.64
28	2v7t	7.48	5.66
29	2vhw	5.09	5.24
30	2q88	5.8	2.49
31	2vmd	3.02	4.18
32	3c2o	3.35	4.95
33	2ihj	4.59	3.34
34	1e2k	4.94	3.95
35	1u1w	5.85	4.18
36	2bvd	6.0	5.79
37	2aac	2.22	4.41
38	1tok	2.47	4.73
39	1dy4	4.36	6.92
40	1uz4	3.4	6.47
41	1gww	4.28	3.64
42	1x8d	2.21	3.34
43	1ui0	7.06	4.45
44	1lrh	6.82	4.62
45	1nw5	5.21	5.09
46	1v1j	4.82	4.1
47	2qrk	4.26	5.08
48	1h46	3.57	7.1
49	1gx0	4.28	3.64
50	4ubp	5.59	5.33
51	1bcj	3.7	4.75
52	1toj	3.39	4.64
53	1ia1	7.47	5.77
54	1sg0	7.47	5.18
55	1t9b	6.9	5.58
56	1of6	6.05	3.53
57	1t40	7.96	7.3
58	1mmv	7.24	4.04
59	1r55	6.8	8.17
60	1p2y	5.0	6.33
61	1sq5	4.39	4.61
62	1u1c	5.37	4.7
63	1r9o	5.02	6.84
64	1s19	9.51	7.83
65	1of1	4.82	4.8
66	1v4s	6.44	5.96
