	PDB	Labels	Predictions
0	4fjk	6.55	4.08
1	2v7u	5.9	5.32
2	2hzl	6.57	3.6
3	2q89	6.3	3.47
4	1ukb	3.19	2.75
5	3c2f	2.0	5.81
6	2gz2	5.22	6.21
7	2v7v	6.66	4.86
8	3bu1	8.15	3.24
9	2qdt	5.19	4.1
10	1toi	4.05	4.77
11	2hzy	7.39	6.11
12	2pwd	4.4	3.58
13	2nsl	4.68	5.18
14	2qrl	4.0	5.6
15	2j4k	4.85	4.5
16	2cjp	3.1	3.77
17	1iup	2.54	3.55
18	2qry	8.64	4.78
19	2ihk	4.16	4.38
20	2nsj	4.79	5.18
21	2e2p	4.74	4.44
22	2pwg	4.82	5.48
23	2b3f	6.03	3.91
24	3brn	8.7	3.2
25	3c2r	3.11	4.76
26	2jgb	5.61	5.83
27	1tog	3.22	4.77
28	2v7t	7.48	5.5
29	2vhw	5.09	4.93
30	2q88	5.8	2.59
31	2vmd	3.02	3.47
32	3c2o	3.35	4.77
33	2ihj	4.59	4.38
34	1e2k	4.94	5.66
35	1u1w	5.85	2.78
36	2bvd	6.0	5.49
37	2aac	2.22	3.76
38	1tok	2.47	4.17
39	1dy4	4.36	5.25
40	1uz4	3.4	5.23
41	1gww	4.28	4.61
42	1x8d	2.21	4.39
43	1ui0	7.06	3.59
44	1lrh	6.82	3.86
45	1nw5	5.21	5.35
46	1v1j	4.82	3.88
47	2qrk	4.26	5.94
48	1h46	3.57	4.59
49	1gx0	4.28	4.61
50	4ubp	5.59	3.99
51	1bcj	3.7	3.42
52	1toj	3.39	4.77
53	1ia1	7.47	6.17
54	1sg0	7.47	4.17
55	1t9b	6.9	6.51
56	1of6	6.05	3.57
57	1t40	7.96	7.18
58	1mmv	7.24	4.92
59	1r55	6.8	5.97
60	1p2y	5.0	6.26
61	1sq5	4.39	4.2
62	1u1c	5.37	5.57
63	1r9o	5.02	5.99
64	1s19	9.51	6.78
65	1of1	4.82	4.29
66	1v4s	6.44	6.58
