PDB	Labels	Predictions
4fud	6UP	6.35	4.37
4fue	7UP	7.23	6.38
4fu7	1UP	6.20	5.11
4fu8	2UP	5.23	4.48
4fu9	675	6.20	5.65
4fub	4UP	6.21	5.56
4fuc	239	7.40	5.47
4fsm	HK1	7.62	6.51
4fsw	HK6	4.76	5.84
4ft5	H2K	7.56	7.70
4fsn	A58	7.70	7.21
4fsz	HK8	6.97	5.61
4ft7	H3K	8.87	7.72
4ft0	HK9	7.11	6.14
4ft9	H4K	7.69	7.12
4fta	H5K	7.39	6.65
4ftc	H6K	7.63	7.23
4fsq	HK3	8.80	7.02
4fsr	HKC	7.94	7.32
4fst	HK4	8.28	7.41
4fw3	L52	7.23	8.88
4fw4	3P3	8.08	9.17
4fw5	L58	7.48	8.84
4fw6	L59	7.70	8.97
4fw7	L63	7.13	8.56
4fux	E75	6.00	7.58
4fuy	EK2	6.09	6.70
4fv0	EK3	5.59	7.55
4fv1	EK4	7.08	8.43
4fv2	EK5	7.68	7.68
4fv3	EK6	7.74	8.47
4ev4	MER	7.40	6.41
4fv5	EK9	7.70	7.40
4fv7	E94	7.57	6.81
4fv8	E63	7.82	8.45
4fv9	E71	6.72	7.49
4fx3	60K	8.07	6.23
4ek4	1CK	4.48	6.01
4ek5	03K	6.09	6.14
4fkg	4CK	4.67	5.47
4fki	09K	4.23	7.12
4ek6	10K	6.04	6.80
4fjk	DTP	6.55	5.52
4ek8	16K	7.11	7.66
3sw4	18K	6.02	6.89
3sw7	19K	6.64	7.06
4fko	20K	6.11	6.53
4fkp	LS5	6.54	6.80
4fkq	42K	6.28	6.90
4fkr	45K	6.64	6.61
4fks	46K	6.28	6.33
4fkt	48K	5.97	5.97
4fku	60K	7.01	6.23
4fkv	61K	6.60	6.52
4fkw	62K	7.33	6.61
