PDB	Labels	Predictions
1bcu	PRL	3.28	4.49
1bzc	TPI	4.92	6.62
1c5z	BEN	4.01	3.46
1e66	HUX	9.89	7.71
1eby	BEB	9.70	8.59
1g2k	NM1	7.96	8.55
1gpk	HUP	5.37	6.34
1gpn	HUB	6.48	6.20
1h22	E10	9.10	7.40
1h23	E12	8.35	7.52
1k1i	FD1	6.58	6.24
1lpg	IMA	7.09	8.56
1mq6	XLD	11.15	8.82
1nc1	MTH	6.12	6.14
1nc3	FMC	5.00	6.51
1nvq	UCN	8.25	7.99
1o0h	ADP	5.92	4.64
1o3f	696	7.96	6.48
1o5b	ESI	5.77	5.41
1owh	239	7.40	5.47
1oyt	FSN	7.24	7.90
1p1n	KAI	6.80	5.43
1p1q	AMQ	4.89	5.71
1ps3	KIF	2.28	4.59
1pxn	CK6	7.15	6.87
1qf1	TI1	7.32	5.34
1qkt	EST	9.04	7.97
1r5y	DQU	6.46	5.42
1s38	MAQ	5.15	5.36
1sqa	UI1	9.21	6.76
1syi	CPW	5.44	4.62
1u1b	PAX	7.80	5.98
1uto	PEA	2.27	2.58
1vso	AT1	4.72	6.99
1w4o	UA3	5.22	4.68
1y6r	MTM	10.11	7.84
1yc1	4BC	6.17	6.77
1z6e	IK8	9.72	9.73
1z95	198	7.12	8.94
1z9g	RRT	5.64	4.56
2al5	FWD	8.40	6.17
2br1	PFP	5.14	5.48
2brb	PFQ	4.86	5.14
2cbv	CGB	5.48	5.08
2cet	PGI	8.02	6.64
2fvd	LIA	8.52	7.44
2fxs	RDA	6.06	5.87
2hb1	512	3.80	4.90
2iwx	M1S	6.68	5.98
2j78	GOX	6.42	6.13
2j7h	AZF	7.19	6.38
2p15	EZT	10.30	8.81
2p4y	C03	9.00	8.10
2pog	WST	9.54	8.61
2qbp	527	8.40	6.55
2qbq	4B3	7.44	6.55
2qbr	910	6.33	6.36
2qe4	JJ3	7.96	7.68
2qnq	QN3	6.11	7.10
2r9w	23C	5.10	4.77
2v00	V15	3.66	2.91
2v7a	627	8.30	7.15
2vkm	BSD	8.74	7.79
2vvn	NHT	7.30	7.99
2vw5	BC6	8.52	6.01
2w4x	STZ	4.85	5.12
2w66	HQ6	4.05	5.93
2wbg	LGS	4.45	5.83
2wca	NP6	5.60	6.61
2weg	FBV	6.50	6.66
2wer	RDC	7.05	5.93
2wn9	ZY5	8.52	6.35
2wnc	TKT	6.32	6.58
2wtv	ZZL	8.74	7.65
2wvt	FHN	6.12	6.54
2x00	GYN	11.33	7.42
2xb8	XNW	7.59	5.60
2xbv	XBV	8.43	8.41
2xdl	2DL	3.10	4.01
2xii	TA9	7.20	6.94
2xj7	GC2	6.66	6.12
2xnb	Y8L	6.83	7.48
2xys	SY9	7.42	6.36
2y5h	Y5H	5.79	8.12
2yfe	YFE	6.63	6.66
2yge	GDM	5.06	5.55
2yki	YKI	9.46	6.14
2ymd	SRO	3.16	4.82
2zb1	GK4	6.32	7.68
2zcq	B65	8.82	6.75
2zcr	B69	6.87	7.58
2zda	32U	8.40	4.52
2zy1	830	7.40	6.29
3acw	651	4.76	6.04
3ag9	A02	8.05	6.42
3ao4	833	2.07	2.85
3arp	DEQ	7.15	5.47
3arq	DM5	6.40	5.37
3aru	PNX	3.22	4.44
3arv	SAU	5.64	4.02
