PDB	Labels	Predictions
1a8i	GLS	5.52	5.22
1a99	PUT	5.70	3.68
1ax0	A2G	3.13	4.86
1b6l	PI4	8.30	8.59
1b6m	PI6	8.40	8.80
1duv	PSQ	11.80	4.65
1dy4	SNP	4.36	4.65
1e2k	TMC	4.94	6.39
1fcx	184	7.12	6.61
1g2k	NM1	7.96	8.55
1gj8	133	6.96	6.58
1gjd	136	5.22	6.42
1gpk	HUP	5.37	6.34
1gyy	FHC	3.64	4.65
1h22	E10	9.10	7.40
1h23	E12	8.35	7.52
1h46	RNP	3.57	3.96
1hnn	SKF	6.24	6.71
1iy7	CXA	6.19	6.57
1kzk	JE2	10.39	8.63
1lrh	NLA	6.82	4.76
1nc1	MTH	6.12	6.14
1nc3	FMC	5.00	6.51
1nli	ADE	3.59	5.09
1nw5	SAM	5.21	4.70
1ow4	2AN	5.68	6.16
1p1n	KAI	6.80	5.43
1p1o	QUS	5.76	4.29
1ps3	KIF	2.28	4.59
1pxp	CK8	6.66	6.67
1r5y	DQU	6.46	5.42
1s38	MAQ	5.15	5.36
1s39	AQO	7.70	5.03
1sr7	MOF	10.10	9.17
1sw1	PBE	7.30	5.23
1syh	CPW	6.41	4.62
1syi	CPW	5.48	4.62
1toj	HCI	3.39	3.59
1tok	MAE	2.47	3.41
1u1w	3HA	5.85	4.36
1ua4	AMP	4.22	5.41
1ui0	URA	7.06	3.87
1utm	PEA	3.01	2.84
1uwu	GOX	5.98	5.82
1uz1	IFL	6.89	5.20
1uz4	IFL	3.40	4.74
1v1j	FA3	4.82	4.50
1w2g	THM	4.57	4.40
1x8d	RNS	2.21	3.66
1xge	DOR	4.68	4.38
1y1m	AC5	1.82	4.81
1y1z	192	3.08	4.89
1y20	1AC	5.32	5.20
1yc1	4BC	6.17	6.77
1ydk	GTX	5.89	3.29
1z95	198	7.12	8.94
2aac	FCB	2.22	2.84
2afx	1BN	5.15	5.28
2ayr	L4G	9.29	8.40
2azr	982	3.64	4.84
2b07	598	6.43	6.01
2boh	IIA	8.52	8.59
2boj	ARW	5.77	5.34
2brb	PFQ	4.86	5.14
2bvd	ISX	6.00	5.63
2byr	MLK	8.55	7.49
2cji	GSK	8.22	8.08
2fai	459	6.24	7.31
2fdp	FRP	7.59	6.61
2ff1	IMH	8.21	8.59
2fpz	270	3.96	4.42
2fqt	H1D	6.14	5.88
2fqw	NOS	6.68	5.33
2fqx	GMP	7.15	5.52
2fqy	ADN	6.57	5.01
2fvd	LIA	8.52	7.44
2fw6	CIT	2.92	3.43
2fxu	BID	8.15	7.48
2h6b	3C4	5.39	5.37
2hb1	512	3.80	4.90
2hdq	C21	1.40	2.52
2hdr	4A3	1.72	2.96
2i0a	MUI	11.40	10.13
2i0d	MUT	12.10	10.09
2il2	LIX	7.10	8.37
2iwx	M1S	6.68	5.98
2j2u	GSQ	7.05	8.12
2j34	GS6	7.82	8.15
2j4i	GSJ	9.00	8.09
2j78	GOX	6.42	6.13
1bcj	NGA	3.70	3.52
1bky	1MC	3.84	4.14
1d4i	BEG	8.85	8.63
1d4j	MSC	8.36	8.52
1eby	BEB	9.70	8.59
1ebz	BEC	9.40	7.63
1ec0	BED	8.49	8.65
1ec1	BEE	8.92	7.57
1ec2	BEJ	10.00	8.03
1enu	APZ	5.08	4.84
1f74	NAY	3.05	5.87
1gi9	123	5.96	5.28
1gww	UDP	4.28	4.57
1gx0	UDP	4.28	4.57
1o5a	696	6.42	5.43
1o5r	FR9	8.12	7.59
1q4w	DQU	6.46	5.42
1qkt	EST	9.04	7.97
1qxl	FR8	7.96	7.67
1rdi	MFU	2.06	3.01
1rdn	NDG	1.84	3.59
1tr7	DEG	6.82	6.62
2a3c	PNX	4.37	4.05
2fv5	541	10.52	8.42
2h21	SAM	6.54	5.16
2hd6	BOS	7.80	7.65
1xl5	190	7.35	8.99
1y93	HAE	2.10	3.42
4ubp	HAE	5.59	4.22
1lhw	ESM	8.16	6.36
1s9t	QUS	6.60	6.13
1tt1	KAI	7.19	7.51
1uzv	FUC	5.18	4.71
2dm5	ODI	2.99	5.05
1xw6	GSH	5.62	4.03
2qrk	AMP	4.26	5.21
2nn1	M28	5.82	6.35
2pou	I7A	7.42	7.49
3cd0	6HI	7.57	7.34
3cda	8HI	7.58	7.79
