PDB	Labels	Predictions
1gm8	SOX	4.80	4.05
1gpk	HUP	5.37	6.34
1hnn	SKF	6.24	6.71
1hp0	AD3	6.70	6.23
1hq2	PH2	6.77	4.47
1hvy	D16	6.17	6.46
1hwi	115	7.55	7.20
1hww	SWA	7.70	5.32
1ia1	TQ3	7.47	5.50
1j3j	CP6	8.01	6.11
1jd0	AZM	8.24	7.26
1jje	BYS	8.43	5.08
1ke5	LS1	6.25	6.05
1kzk	JE2	10.40	8.63
1l2s	STC	4.59	4.10
1l7f	BCZ	9.10	7.45
1lpz	CMB	7.60	7.97
1lrh	NLA	6.82	4.76
1m2z	DEX	7.22	8.60
1mmv	3AR	7.24	2.85
1n1m	A3M	5.70	6.07
1n2v	BDI	4.08	4.70
1n46	PFA	10.52	8.10
1nav	IH5	7.60	7.97
1of1	SCT	4.82	5.57
1of6	DTY	6.05	4.57
1opk	P16	9.82	7.03
1oq5	CEL	7.68	8.40
1owe	675	6.20	5.65
1oyt	FSN	7.24	7.90
1p2y	NCT	5.00	4.38
1p62	GEO	4.66	5.56
1pmn	984	8.15	7.36
1q1g	MTI	8.57	8.19
1q41	IXM	7.66	7.19
1q4g	BFL	6.89	5.23
1r1h	BIR	8.92	7.75
1r55	097	6.80	6.54
1r58	AO5	6.96	6.59
1r9o	FLP	5.02	5.20
1s19	MC9	9.51	8.32
1s3v	TQD	7.42	7.10
1sg0	STL	7.47	3.86
1sj0	E4D	9.10	8.76
1sq5	PAU	4.39	4.06
1sqn	NDR	9.40	9.03
1t40	ID5	7.96	4.92
1t46	STI	6.38	7.09
1t9b	1CS	6.90	5.98
1tow	CRZ	6.24	5.26
1tt1	KAI	7.19	7.51
1u1c	BAU	5.37	4.90
1uml	FR4	7.52	7.59
1unl	RRC	6.70	6.86
1uou	CMU	7.70	4.76
1v0p	PVB	6.89	7.40
1v48	HA1	8.16	6.66
1v4s	MRK	6.44	6.86
1vcj	IBA	4.59	4.07
1w1p	GIO	2.30	2.61
1w2g	THM	4.57	4.40
1xm6	5RM	6.38	7.09
1xoq	ROF	9.17	8.89
1xoz	CIA	8.92	8.71
1y6b	AAX	7.42	7.83
1ygc	905	9.46	7.69
1yqy	915	7.62	5.00
1ywr	LI9	7.49	7.83
1z95	198	7.12	8.94
2bm2	PM2	7.82	5.01
2br1	PFP	5.14	5.48
2bsm	BSM	5.82	7.63
