	PDB	Labels	Predictions
0	4fjk	6.55	5.56
1	2v7u	5.9	7.61
2	2hzl	6.57	5.8
3	2q89	6.3	5.89
4	1ukb	3.19	5.74
5	3c2f	2.0	5.24
6	2gz2	5.22	5.35
7	2v7v	6.66	6.33
8	3bu1	8.15	5.88
9	2qdt	5.19	5.31
10	1toi	4.05	5.49
11	2hzy	7.39	5.92
12	2pwd	4.4	5.82
13	2nsl	4.68	5.87
14	2qrl	4.0	5.24
15	2j4k	4.85	5.72
16	2cjp	3.1	5.74
17	1iup	2.54	4.98
18	2qry	8.64	6.7
19	2ihk	4.16	6.44
20	2nsj	4.79	5.94
21	2e2p	4.74	5.86
22	2pwg	4.82	5.87
23	2b3f	6.03	6.09
24	3brn	8.7	6.3
25	3c2r	3.11	5.55
26	2jgb	5.61	5.62
27	1tog	3.22	5.61
28	2v7t	7.48	7.33
29	2vhw	5.09	6.68
30	2q88	5.8	5.89
31	2vmd	3.02	5.43
32	3c2o	3.35	5.85
33	2ihj	4.59	6.4
34	1e2k	4.94	6.55
35	1u1w	5.85	6.21
36	2bvd	6.0	6.28
37	2aac	2.22	6.04
38	1tok	2.47	5.39
39	1dy4	4.36	6.18
40	1uz4	3.4	5.9
41	1gww	4.28	5.58
42	1x8d	2.21	5.74
43	1ui0	7.06	5.73
44	1lrh	6.82	6.02
45	1nw5	5.21	6.53
46	1v1j	4.82	5.8
47	2qrk	4.26	5.36
48	1h46	3.57	6.08
49	1gx0	4.28	5.69
50	4ubp	5.59	5.45
51	1bcj	3.7	5.13
52	1toj	3.39	5.5
53	1ia1	7.47	6.3
54	1sg0	7.47	5.85
55	1t9b	6.9	6.36
56	1of6	6.05	6.03
57	1t40	7.96	7.31
58	1mmv	7.24	5.68
59	1r55	6.8	6.03
60	1p2y	5.0	5.66
61	1sq5	4.39	5.64
62	1u1c	5.37	6.68
63	1r9o	5.02	5.78
64	1s19	9.51	7.75
65	1of1	4.82	6.54
66	1v4s	6.44	7.36
