	PDB	Labels	Predictions
0	4fjk	6.55	5.2
1	2v7u	5.9	5.12
2	2hzl	6.57	2.84
3	2q89	6.3	3.75
4	1ukb	3.19	3.2
5	3c2f	2.0	5.98
6	2gz2	5.22	5.7
7	2v7v	6.66	4.37
8	3bu1	8.15	2.65
9	2qdt	5.19	4.43
10	1toi	4.05	3.39
11	2hzy	7.39	5.04
12	2pwd	4.4	4.83
13	2nsl	4.68	5.6
14	2qrl	4.0	3.65
15	2j4k	4.85	5.05
16	2cjp	3.1	5.48
17	1iup	2.54	4.06
18	2qry	8.64	6.19
19	2ihk	4.16	5.54
20	2nsj	4.79	5.6
21	2e2p	4.74	4.96
22	2pwg	4.82	5.08
23	2b3f	6.03	4.35
24	3brn	8.7	4.19
25	3c2r	3.11	3.76
26	2jgb	5.61	5.85
27	1tog	3.22	3.39
28	2v7t	7.48	5.84
29	2vhw	5.09	4.59
30	2q88	5.8	2.31
31	2vmd	3.02	4.68
32	3c2o	3.35	3.67
33	2ihj	4.59	5.54
34	1e2k	4.94	5.89
35	1u1w	5.85	2.79
36	2bvd	6.0	6.52
37	2aac	2.22	4.0
38	1tok	2.47	3.08
39	1dy4	4.36	5.86
40	1uz4	3.4	4.43
41	1gww	4.28	3.65
42	1x8d	2.21	4.22
43	1ui0	7.06	4.31
44	1lrh	6.82	3.18
45	1nw5	5.21	5.1
46	1v1j	4.82	4.95
47	2qrk	4.26	5.31
48	1h46	3.57	5.29
49	1gx0	4.28	3.65
50	4ubp	5.59	3.91
51	1bcj	3.7	4.67
52	1toj	3.39	3.39
53	1ia1	7.47	6.27
54	1sg0	7.47	4.93
55	1t9b	6.9	6.43
56	1of6	6.05	4.33
57	1t40	7.96	6.4
58	1mmv	7.24	4.94
59	1r55	6.8	6.86
60	1p2y	5.0	5.31
61	1sq5	4.39	5.11
62	1u1c	5.37	6.46
63	1r9o	5.02	6.01
64	1s19	9.51	7.73
65	1of1	4.82	5.99
66	1v4s	6.44	7.95
