	PDB	Labels	Predictions
0	4fjk	6.55	5.5
1	2v7u	5.9	7.22
2	2hzl	6.57	5.8
3	2q89	6.3	5.72
4	1ukb	3.19	3.51
5	3c2f	2.0	1.18
6	2gz2	5.22	2.88
7	2v7v	6.66	6.95
8	3bu1	8.15	2.48
9	2qdt	5.19	2.46
10	1toi	4.05	3.79
11	2hzy	7.39	6.73
12	2pwd	4.4	6.33
13	2nsl	4.68	2.97
14	2qrl	4.0	2.24
15	2j4k	4.85	3.21
16	2cjp	3.1	5.56
17	1iup	2.54	2.82
18	2qry	8.64	6.6
19	2ihk	4.16	5.8
20	2nsj	4.79	2.93
21	2e2p	4.74	4.79
22	2pwg	4.82	5.03
23	2b3f	6.03	5.02
24	3brn	8.7	4.29
25	3c2r	3.11	4.75
26	2jgb	5.61	6.61
27	1tog	3.22	4.23
28	2v7t	7.48	6.59
29	2vhw	5.09	7.25
30	2q88	5.8	6.1
31	2vmd	3.02	2.83
32	3c2o	3.35	5.39
33	2ihj	4.59	5.38
34	1e2k	4.94	5.11
35	1u1w	5.85	5.03
36	2bvd	6.0	6.32
37	2aac	2.22	6.22
38	1tok	2.47	5.12
39	1dy4	4.36	5.92
40	1uz4	3.4	4.6
41	1gww	4.28	4.21
42	1x8d	2.21	3.21
43	1ui0	7.06	2.63
44	1lrh	6.82	2.98
45	1nw5	5.21	5.52
46	1v1j	4.82	4.81
47	2qrk	4.26	3.88
48	1h46	3.57	5.52
49	1gx0	4.28	4.18
50	4ubp	5.59	1.87
51	1bcj	3.7	2.51
52	1toj	3.39	3.89
53	1ia1	7.47	5.41
54	1sg0	7.47	4.98
55	1t9b	6.9	6.68
56	1of6	6.05	6.14
57	1t40	7.96	7.13
58	1mmv	7.24	3.57
59	1r55	6.8	6.96
60	1p2y	5.0	2.45
61	1sq5	4.39	3.39
62	1u1c	5.37	6.03
63	1r9o	5.02	4.77
64	1s19	9.51	6.36
65	1of1	4.82	4.13
66	1v4s	6.44	5.58
