	PDB	Labels	Predictions
0	4fjk	6.55	5.5
1	2v7u	5.9	6.54
2	2hzl	6.57	4.18
3	2q89	6.3	5.47
4	1ukb	3.19	4.61
5	3c2f	2.0	5.92
6	2gz2	5.22	5.9
7	2v7v	6.66	5.89
8	3bu1	8.15	4.0
9	2qdt	5.19	4.5
10	1toi	4.05	4.23
11	2hzy	7.39	6.22
12	2pwd	4.4	5.36
13	2nsl	4.68	5.92
14	2qrl	4.0	4.34
15	2j4k	4.85	5.86
16	2cjp	3.1	4.39
17	1iup	2.54	4.27
18	2qry	8.64	6.13
19	2ihk	4.16	6.33
20	2nsj	4.79	5.96
21	2e2p	4.74	5.26
22	2pwg	4.82	5.4
23	2b3f	6.03	5.23
24	3brn	8.7	5.39
25	3c2r	3.11	4.2
26	2jgb	5.61	5.04
27	1tog	3.22	4.34
28	2v7t	7.48	6.3
29	2vhw	5.09	5.27
30	2q88	5.8	5.23
31	2vmd	3.02	3.86
32	3c2o	3.35	4.67
33	2ihj	4.59	6.29
34	1e2k	4.94	6.48
35	1u1w	5.85	5.44
36	2bvd	6.0	5.77
37	2aac	2.22	4.44
38	1tok	2.47	4.13
39	1dy4	4.36	6.09
40	1uz4	3.4	5.31
41	1gww	4.28	4.97
42	1x8d	2.21	4.33
43	1ui0	7.06	4.79
44	1lrh	6.82	5.07
45	1nw5	5.21	5.8
46	1v1j	4.82	4.81
47	2qrk	4.26	4.94
48	1h46	3.57	5.99
49	1gx0	4.28	4.96
50	4ubp	5.59	4.68
51	1bcj	3.7	4.36
52	1toj	3.39	4.26
53	1ia1	7.47	6.12
54	1sg0	7.47	5.19
55	1t9b	6.9	6.28
56	1of6	6.05	5.19
57	1t40	7.96	6.98
58	1mmv	7.24	4.69
59	1r55	6.8	5.37
60	1p2y	5.0	4.31
61	1sq5	4.39	4.98
62	1u1c	5.37	6.1
63	1r9o	5.02	5.14
64	1s19	9.51	7.21
65	1of1	4.82	6.4
66	1v4s	6.44	6.68
