	PDB	Labels	Predictions
0	2v7u	5.9	5.2
1	2hzl	6.57	3.26
2	2q89	6.3	3.73
3	1ukb	3.19	3.87
4	3c2f	2.0	4.31
5	2gz2	5.22	4.28
6	2v7v	6.66	4.28
7	3bu1	8.15	4.36
8	2qdt	5.19	5.55
9	1toi	4.05	4.36
10	2hzy	7.39	8.46
11	2pwd	4.4	5.2
12	2nsl	4.68	4.15
13	2qrl	4.0	4.46
14	2j4k	4.85	4.09
15	2cjp	3.1	5.37
16	1iup	2.54	3.66
17	2qry	8.64	8.52
18	2ihk	4.16	4.53
19	2nsj	4.79	4.25
20	2e2p	4.74	4.76
21	2pwg	4.82	5.46
22	2b3f	6.03	4.2
23	3brn	8.7	5.22
24	3c2r	3.11	4.24
25	2jgb	5.61	5.02
26	1tog	3.22	4.37
27	2v7t	7.48	5.54
28	2vhw	5.09	5.58
29	2q88	5.8	3.75
30	2vmd	3.02	3.65
31	3c2o	3.35	4.1
32	2ihj	4.59	4.45
33	1e2k	4.94	8.42
34	1u1w	5.85	4.55
35	2bvd	6.0	6.25
36	2aac	2.22	3.98
37	1tok	2.47	3.33
38	1dy4	4.36	5.95
39	1uz4	3.4	5.99
40	1gww	4.28	4.66
41	1x8d	2.21	3.95
42	1ui0	7.06	4.94
43	1lrh	6.82	4.49
44	1nw5	5.21	4.87
45	1v1j	4.82	3.8
46	2qrk	4.26	4.48
47	1h46	3.57	5.53
48	1gx0	4.28	4.68
49	4ubp	5.59	4.0
50	1bcj	3.7	3.69
51	1toj	3.39	4.33
52	1ia1	7.47	4.43
53	1sg0	7.47	5.36
54	1t9b	6.9	7.39
55	1of6	6.05	6.99
56	1t40	7.96	7.59
57	1mmv	7.24	3.97
58	1r55	6.8	6.75
59	1p2y	5.0	5.18
60	1sq5	4.39	3.59
61	1u1c	5.37	5.76
62	1r9o	5.02	5.15
63	1s19	9.51	6.47
64	1of1	4.82	8.17
65	1v4s	6.44	8.22
