	PDB	Labels	Predictions
0	4fjk	6.55	4.75
1	2v7u	5.9	6.78
2	2hzl	6.57	1.39
3	2q89	6.3	2.57
4	1ukb	3.19	4.07
5	3c2f	2.0	6.3
6	2gz2	5.22	6.29
7	2v7v	6.66	6.86
8	3bu1	8.15	4.23
9	2qdt	5.19	5.02
10	1toi	4.05	4.86
11	2hzy	7.39	5.48
12	2pwd	4.4	5.81
13	2nsl	4.68	4.13
14	2qrl	4.0	4.85
15	2j4k	4.85	3.77
16	2cjp	3.1	5.05
17	1iup	2.54	4.72
18	2qry	8.64	6.53
19	2ihk	4.16	5.64
20	2nsj	4.79	4.05
21	2e2p	4.74	6.15
22	2pwg	4.82	5.56
23	2b3f	6.03	4.99
24	3brn	8.7	4.13
25	3c2r	3.11	6.02
26	2jgb	5.61	4.98
27	1tog	3.22	4.89
28	2v7t	7.48	7.4
29	2vhw	5.09	6.15
30	2q88	5.8	2.95
31	2vmd	3.02	5.51
32	3c2o	3.35	5.21
33	2ihj	4.59	5.62
34	1e2k	4.94	7.77
35	1u1w	5.85	4.67
36	2bvd	6.0	2.87
37	2aac	2.22	2.65
38	1tok	2.47	5.22
39	1dy4	4.36	4.76
40	1uz4	3.4	5.71
41	1gww	4.28	4.43
42	1x8d	2.21	8.34
43	1ui0	7.06	4.56
44	1lrh	6.82	3.4
45	1nw5	5.21	5.46
46	1v1j	4.82	4.35
47	2qrk	4.26	3.89
48	1h46	3.57	7.9
49	1gx0	4.28	4.45
50	4ubp	5.59	1.49
51	1bcj	3.7	2.1
52	1toj	3.39	4.94
53	1ia1	7.47	7.2
54	1sg0	7.47	4.64
55	1t9b	6.9	4.31
56	1of6	6.05	7.21
57	1t40	7.96	6.15
58	1mmv	7.24	3.75
59	1r55	6.8	5.56
60	1p2y	5.0	3.83
61	1sq5	4.39	4.36
62	1u1c	5.37	4.82
63	1r9o	5.02	6.26
64	1s19	9.51	8.41
65	1of1	4.82	6.73
66	1v4s	6.44	5.92
