	PDB	Labels	Predictions
0	4fjk	6.55	5.81
1	2v7u	5.9	5.8
2	2hzl	6.57	4.44
3	2q89	6.3	4.74
4	1ukb	3.19	4.09
5	3c2f	2.0	5.26
6	2gz2	5.22	5.93
7	2v7v	6.66	4.77
8	3bu1	8.15	3.46
9	2qdt	5.19	3.8
10	1toi	4.05	5.19
11	2hzy	7.39	5.42
12	2pwd	4.4	5.24
13	2nsl	4.68	5.32
14	2qrl	4.0	3.97
15	2j4k	4.85	5.32
16	2cjp	3.1	3.3
17	1iup	2.54	3.97
18	2qry	8.64	6.26
19	2ihk	4.16	6.07
20	2nsj	4.79	5.32
21	2e2p	4.74	5.9
22	2pwg	4.82	5.29
23	2b3f	6.03	4.17
24	3brn	8.7	3.66
25	3c2r	3.11	5.49
26	2jgb	5.61	6.3
27	1tog	3.22	5.19
28	2v7t	7.48	5.94
29	2vhw	5.09	4.55
30	2q88	5.8	4.34
31	2vmd	3.02	4.18
32	3c2o	3.35	4.87
33	2ihj	4.59	6.07
34	1e2k	4.94	4.74
35	1u1w	5.85	4.46
36	2bvd	6.0	4.58
37	2aac	2.22	3.53
38	1tok	2.47	5.74
39	1dy4	4.36	6.5
40	1uz4	3.4	5.69
41	1gww	4.28	3.96
42	1x8d	2.21	4.97
43	1ui0	7.06	4.68
44	1lrh	6.82	4.35
45	1nw5	5.21	5.76
46	1v1j	4.82	3.42
47	2qrk	4.26	4.88
48	1h46	3.57	5.25
49	1gx0	4.28	3.96
50	4ubp	5.59	3.86
51	1bcj	3.7	4.65
52	1toj	3.39	5.19
53	1ia1	7.47	4.9
54	1sg0	7.47	4.74
55	1t9b	6.9	6.82
56	1of6	6.05	4.76
57	1t40	7.96	7.06
58	1mmv	7.24	5.22
59	1r55	6.8	6.85
60	1p2y	5.0	4.74
61	1sq5	4.39	4.95
62	1u1c	5.37	5.22
63	1r9o	5.02	4.89
64	1s19	9.51	7.81
65	1of1	4.82	4.75
66	1v4s	6.44	6.39
