PDB	Labels	Predictions
2are	MAN	3.28	3.61
2oag	DLI	8.47	8.60
2jbj	G88	9.70	8.56
2pwd	NOJ	4.40	4.67
2pwg	CTS	4.82	4.64
2oym	MNI	5.00	6.69
2hzy	DHJ	7.39	6.13
2ihj	CSF	4.59	4.69
2ojg	19A	5.64	6.65
2hzl	PYR	6.57	4.89
2ovv	PFH	7.92	7.54
2nta	521	4.80	5.03
2qu6	857	8.52	8.17
2pog	WST	9.54	7.15
2o4j	VD4	10.10	8.95
3b92	440	8.00	7.03
2p98	YE7	6.19	6.21
2z4b	DC8	9.36	9.05
2jj3	JJ3	9.55	9.50
2h15	B19	5.67	6.90
2pov	I7B	7.12	7.18
2pow	I7C	7.20	7.13
2nmx	M25	5.57	6.55
1vso	AT1	4.72	7.32
2p95	ME5	9.37	8.43
2p16	GG2	10.10	9.70
2flr	7NH	6.10	6.66
2pgz	COC	5.74	7.04
2bys	LOB	9.52	8.65
2gkl	PD2	5.35	4.97
2nsl	C2R	4.68	4.72
2nsj	C2R	4.79	4.72
2c92	TP6	5.68	6.01
2c94	TSF	6.82	6.54
2nnq	T4B	8.70	6.95
2psv	MUV	7.24	9.16
2cem	2AH	7.92	8.73
2cen	4AH	8.30	8.68
2q54	MU1	9.01	9.66
2b3f	GAL	6.03	4.42
2bbf	344	5.10	6.37
2e2r	2OH	8.26	6.90
2gz2	A2P	5.22	4.75
2hr6	DUD	4.92	4.09
2idz	ZID	9.40	6.53
2ihk	CSF	4.16	4.69
2jff	LK2	3.62	3.30
2oiq	STI	4.94	6.67
2otz	1MR	3.63	3.27
2ou0	MR3	3.23	3.20
2pjo	NMU	0.05	2.61
2pzv	IPH	3.87	4.79
2q88	4CS	5.80	5.94
2q89	6CS	6.30	6.28
2qeh	SRO	8.62	7.36
2qvu	FDP	6.44	5.62
2r3d	ACM	-0.15	4.02
2r5p	MK1	8.48	7.99
2rde	C2E	7.01	6.36
2v8q	AMP	4.61	5.79
3b50	SLB	7.55	4.47
3bgq	VX2	7.96	7.38
3bgz	VX3	6.26	6.09
2v8y	MGV	5.71	6.14
2jgb	MGT	5.61	7.67
1gja	135	5.42	6.56
1swk	BTN	12.00	11.12
1toi	HCI	4.05	4.26
1iup	ALQ	2.54	3.62
1tog	HCI	3.22	4.26
1uto	PEA	2.27	2.67
1ukb	BEZ	3.19	3.80
2cjp	VPR	3.10	4.18
1vot	HUP	6.60	6.20
2fx6	270	3.70	3.50
2c1q	BTN	13.00	10.13
2e2p	ADP	4.74	3.65
2epn	NGT	7.22	7.52
2i2c	DTA	4.70	3.57
2j4k	U5P	4.85	4.48
2jdu	MFU	6.72	6.27
2jdy	MMA	4.37	5.59
2jke	NOJ	4.23	5.34
2p3t	993	11.30	8.57
2p4y	C03	9.00	7.85
2p7g	2OH	6.53	6.90
2pqc	RC1	5.74	6.73
2q6m	P34	6.29	5.72
2q8z	NUP	5.68	7.35
2qbq	4B3	7.44	6.59
2qbr	910	6.33	6.02
2qdt	I38	5.19	4.95
2qhy	MZ1	7.48	8.15
2qhz	MZ2	7.28	9.30
2qi1	MZ4	7.30	7.82
2qi3	MZ5	10.20	10.42
2qi4	MZ6	10.44	10.23
2qi5	MZ7	10.85	8.98
2qi6	MZ8	10.57	10.05
2qmg	SC6	9.15	7.94
2qnq	QN3	6.11	6.72
2qrl	OGA	4.00	3.27
2qry	TPS	8.64	5.76
2r6w	LLB	9.36	8.96
2r75	01G	6.15	7.22
2reg	CHT	5.57	5.15
2rkd	3PP	2.72	3.49
2uwl	895	8.40	8.05
2uwp	894	6.81	8.44
2uy4	AZM	4.68	4.30
2v2c	PGA	3.41	3.87
2v77	PAY	5.06	6.90
2v7t	SAH	7.48	5.43
2v7u	SAM	5.90	5.11
2v7v	5FD	6.66	4.84
2vhw	NAI	5.09	4.74
2vkm	BSD	8.74	7.75
2vmd	MBG	3.02	2.96
2vpn	4CS	6.72	5.32
2vuk	P83	3.82	4.39
2vw5	BC6	8.52	6.20
2w26	RIV	9.40	8.77
2zmm	35B	7.60	6.23
2zn7	410	7.89	6.23
3b3c	PLU	3.98	5.56
3b7r	BIR	7.70	6.77
3bex	PAU	5.57	4.19
3bl0	BL0	6.92	7.59
3brn	SRO	8.70	5.02
3bu1	HSM	8.15	5.01
3bxe	13P	5.48	4.71
3c2f	PRP	2.00	4.44
3c2o	NTM	3.35	4.27
3c2r	PHT	3.11	3.79
3c7i	TVN	5.64	7.40
3ccw	4HI	7.87	7.28
3ccz	5HI	7.29	7.67
3cd7	882	7.84	8.14
3czv	AZM	7.80	7.70
3d2r	ADP	5.48	5.17
3d51	GOX	4.15	4.23
3d83	GK6	8.36	7.07
3ddg	GB7	6.00	4.56
3dp4	AMQ	7.37	4.60
3e92	G6A	8.00	7.91
3eko	PYU	6.70	4.86
3ekr	PY9	5.55	6.69
3ene	NPZ	6.24	6.99
3eqr	T74	8.70	7.87
3f8c	HT1	7.68	6.93
3fat	AMQ	7.64	5.08
