PDB	Labels	Predictions
1a8i	GLS	5.52	5.62
1a99	PUT	5.70	4.82
1ax0	A2G	3.13	4.69
1b6l	PI4	8.30	8.10
1b6m	PI6	8.40	9.25
1duv	PSQ	11.80	6.24
1dy4	SNP	4.36	5.72
1e2k	TMC	4.94	5.02
1fcx	184	7.12	7.08
1g2k	NM1	7.96	8.23
1gj8	133	6.96	6.61
1gjd	136	5.22	7.00
1gpk	HUP	5.37	6.20
1gyy	FHC	3.64	4.58
1h22	E10	9.10	7.51
1h23	E12	8.35	7.63
1h46	RNP	3.57	5.00
1hnn	SKF	6.24	6.89
1iy7	CXA	6.19	5.76
1kzk	JE2	10.39	8.18
1lrh	NLA	6.82	5.88
1nc1	MTH	6.12	7.16
1nc3	FMC	5.00	7.04
1nli	ADE	3.59	5.05
1nw5	SAM	5.21	4.42
1ow4	2AN	5.68	6.20
1p1n	KAI	6.80	6.03
1p1o	QUS	5.76	6.13
1ps3	KIF	2.28	4.48
1pxp	CK8	6.66	7.34
1r5y	DQU	6.46	4.95
1s38	MAQ	5.15	5.11
1s39	AQO	7.70	5.17
1sr7	MOF	10.10	8.28
1sw1	PBE	7.30	3.58
1syh	CPW	6.41	5.69
1syi	CPW	5.48	5.69
1toj	HCI	3.39	4.26
1tok	MAE	2.47	3.84
1u1w	3HA	5.85	5.02
1ua4	AMP	4.22	3.90
1ui0	URA	7.06	4.65
1utm	PEA	3.01	2.67
1uwu	GOX	5.98	5.28
1uz1	IFL	6.89	6.07
1uz4	IFL	3.40	4.26
1v1j	FA3	4.82	3.84
1w2g	THM	4.57	4.04
1x8d	RNS	2.21	4.23
1xge	DOR	4.68	5.35
1y1m	AC5	1.82	6.05
1y1z	192	3.08	6.83
1y20	1AC	5.32	7.21
1yc1	4BC	6.17	6.58
1ydk	GTX	5.89	4.53
1z95	198	7.12	9.53
2aac	FCB	2.22	2.70
2afx	1BN	5.15	5.77
2ayr	L4G	9.29	8.41
2azr	982	3.64	5.24
2b07	598	6.43	6.52
2boh	IIA	8.52	8.67
2boj	ARW	5.77	5.55
2brb	PFQ	4.86	5.61
2bvd	ISX	6.00	4.65
2byr	MLK	8.55	8.29
2cji	GSK	8.22	7.90
2fai	459	6.24	6.94
2fdp	FRP	7.59	7.99
2ff1	IMH	8.21	4.69
2fpz	270	3.96	3.06
2fqt	H1D	6.14	6.11
2fqw	NOS	6.68	5.42
2fqx	GMP	7.15	5.98
2fqy	ADN	6.57	4.62
2fvd	LIA	8.52	7.22
2fw6	CIT	2.92	3.27
2fxu	BID	8.15	6.71
2h6b	3C4	5.39	3.58
2hb1	512	3.80	4.56
2hdq	C21	1.40	3.51
2hdr	4A3	1.72	3.67
2i0a	MUI	11.40	11.33
2i0d	MUT	12.10	11.22
2il2	LIX	7.10	7.91
2iwx	M1S	6.68	7.14
2j2u	GSQ	7.05	8.14
2j34	GS6	7.82	8.99
2j4i	GSJ	9.00	8.26
2j78	GOX	6.42	6.25
1bcj	NGA	3.70	3.45
1bky	1MC	3.84	3.97
1d4i	BEG	8.85	8.87
1d4j	MSC	8.36	8.43
1eby	BEB	9.70	8.67
1ebz	BEC	9.40	8.28
1ec0	BED	8.49	8.57
1ec1	BEE	8.92	7.34
1ec2	BEJ	10.00	7.24
1enu	APZ	5.08	5.01
1f74	NAY	3.05	4.93
1gi9	123	5.96	5.77
1gww	UDP	4.28	3.75
1gx0	UDP	4.28	3.75
1o5a	696	6.42	6.44
1o5r	FR9	8.12	6.83
1q4w	DQU	6.46	4.95
1qkt	EST	9.04	8.55
1qxl	FR8	7.96	7.17
1rdi	MFU	2.06	2.71
1rdn	NDG	1.84	3.54
1tr7	DEG	6.82	6.98
2a3c	PNX	4.37	5.03
2fv5	541	10.52	8.55
2h21	SAM	6.54	5.01
2hd6	BOS	7.80	7.82
1xl5	190	7.35	9.10
1y93	HAE	2.10	4.11
4ubp	HAE	5.59	4.39
1lhw	ESM	8.16	6.71
1s9t	QUS	6.60	6.82
1tt1	KAI	7.19	7.78
1uzv	FUC	5.18	6.37
2dm5	ODI	2.99	6.63
1xw6	GSH	5.62	4.92
2qrk	AMP	4.26	4.70
2nn1	M28	5.82	6.84
2pou	I7A	7.42	7.52
3cd0	6HI	7.57	8.00
3cda	8HI	7.58	8.01
