PDB	Labels	Predictions
1bcu	PRL	3.28	4.19
1bzc	TPI	4.92	7.33
1c5z	BEN	4.01	3.85
1e66	HUX	9.89	7.60
1eby	BEB	9.70	8.67
1g2k	NM1	7.96	8.23
1gpk	HUP	5.37	6.20
1gpn	HUB	6.48	6.88
1h22	E10	9.10	7.51
1h23	E12	8.35	7.63
1k1i	FD1	6.58	6.53
1lpg	IMA	7.09	8.80
1mq6	XLD	11.15	8.45
1nc1	MTH	6.12	7.16
1nc3	FMC	5.00	7.04
1nvq	UCN	8.25	8.19
1o0h	ADP	5.92	4.90
1o3f	696	7.96	6.76
1o5b	ESI	5.77	4.28
1owh	239	7.40	6.15
1oyt	FSN	7.24	7.43
1p1n	KAI	6.80	6.03
1p1q	AMQ	4.89	5.44
1ps3	KIF	2.28	4.48
1pxn	CK6	7.15	7.16
1qf1	TI1	7.32	7.15
1qkt	EST	9.04	8.55
1r5y	DQU	6.46	4.95
1s38	MAQ	5.15	5.11
1sqa	UI1	9.21	6.62
1syi	CPW	5.44	5.69
1u1b	PAX	7.80	6.83
1uto	PEA	2.27	2.67
1vso	AT1	4.72	7.32
1w4o	UA3	5.22	4.26
1y6r	MTM	10.11	10.24
1yc1	4BC	6.17	6.58
1z6e	IK8	9.72	9.54
1z95	198	7.12	9.53
1z9g	RRT	5.64	5.55
2al5	FWD	8.40	6.93
2br1	PFP	5.14	5.99
2brb	PFQ	4.86	5.61
2cbv	CGB	5.48	4.50
2cet	PGI	8.02	7.64
2fvd	LIA	8.52	7.22
2fxs	RDA	6.06	6.62
2hb1	512	3.80	4.56
2iwx	M1S	6.68	7.14
2j78	GOX	6.42	6.25
2j7h	AZF	7.19	6.74
2p15	EZT	10.30	9.39
2p4y	C03	9.00	7.85
2pog	WST	9.54	7.15
2qbp	527	8.40	6.39
2qbq	4B3	7.44	6.59
2qbr	910	6.33	6.02
2qe4	JJ3	7.96	8.98
2qnq	QN3	6.11	6.72
2r9w	23C	5.10	4.33
2v00	V15	3.66	3.18
2v7a	627	8.30	6.92
2vkm	BSD	8.74	7.75
2vvn	NHT	7.30	7.48
2vw5	BC6	8.52	6.20
2w4x	STZ	4.85	5.11
2w66	HQ6	4.05	5.49
2wbg	LGS	4.45	5.65
2wca	NP6	5.60	7.65
2weg	FBV	6.50	7.00
2wer	RDC	7.05	7.62
2wn9	ZY5	8.52	6.19
2wnc	TKT	6.32	6.73
2wtv	ZZL	8.74	8.21
2wvt	FHN	6.12	6.38
2x00	GYN	11.33	7.01
2xb8	XNW	7.59	6.79
2xbv	XBV	8.43	9.28
2xdl	2DL	3.10	4.63
2xii	TA9	7.20	7.38
2xj7	GC2	6.66	6.21
2xnb	Y8L	6.83	7.86
2xys	SY9	7.42	7.59
2y5h	Y5H	5.79	9.31
2yfe	YFE	6.63	7.21
2yge	GDM	5.06	5.47
2yki	YKI	9.46	6.64
2ymd	SRO	3.16	5.51
2zb1	GK4	6.32	7.55
2zcq	B65	8.82	6.85
2zcr	B69	6.87	7.35
2zda	32U	8.40	7.10
2zy1	830	7.40	5.70
3acw	651	4.76	6.50
3ag9	A02	8.05	6.63
3ao4	833	2.07	2.23
3arp	DEQ	7.15	4.03
3arq	DM5	6.40	5.04
3aru	PNX	3.22	4.53
3arv	SAU	5.64	4.85
3ary	I5I	6.00	3.66
3b1m	KRC	8.48	5.69
3b27	B2T	5.16	5.48
3b5r	B5R	8.77	9.12
3b65	3B6	9.27	8.29
3b68	B68	8.40	8.79
3bgz	VX3	6.26	6.09
3coy	53H	6.02	7.25
3coz	54H	5.57	5.38
3d4z	GIM	4.89	6.05
3d6q	U3S	3.76	3.54
3dd0	EZL	9.00	8.08
3dx1	YHO	3.58	4.86
3dx2	MZB	6.82	5.54
3dxg	U5P	2.40	3.92
3e5a	VX6	8.23	7.37
