PDB	Labels	Predictions
4fud	6UP	6.35	5.36
4fue	7UP	7.23	7.46
4fu7	1UP	6.20	6.22
4fu8	2UP	5.23	4.82
4fu9	675	6.20	6.94
4fub	4UP	6.21	6.22
4fuc	239	7.40	6.15
4fsm	HK1	7.62	7.07
4fsw	HK6	4.76	6.63
4ft5	H2K	7.56	8.07
4fsn	A58	7.70	7.76
4fsz	HK8	6.97	6.72
4ft7	H3K	8.87	8.06
4ft0	HK9	7.11	7.92
4ft9	H4K	7.69	7.21
4fta	H5K	7.39	6.97
4ftc	H6K	7.63	7.21
4fsq	HK3	8.80	8.00
4fsr	HKC	7.94	7.70
4fst	HK4	8.28	8.08
4fw3	L52	7.23	9.23
4fw4	3P3	8.08	9.79
4fw5	L58	7.48	8.34
4fw6	L59	7.70	9.09
4fw7	L63	7.13	7.69
4fux	E75	6.00	7.93
4fuy	EK2	6.09	6.92
4fv0	EK3	5.59	7.90
4fv1	EK4	7.08	7.56
4fv2	EK5	7.68	6.93
4fv3	EK6	7.74	7.92
4ev4	MER	7.40	7.54
4fv5	EK9	7.70	8.18
4fv7	E94	7.57	7.95
4fv8	E63	7.82	7.95
4fv9	E71	6.72	8.25
4fx3	60K	8.07	6.58
4ek4	1CK	4.48	5.65
4ek5	03K	6.09	6.49
4fkg	4CK	4.67	6.48
4fki	09K	4.23	7.22
4ek6	10K	6.04	7.44
4fjk	DTP	6.55	4.70
4ek8	16K	7.11	8.07
3sw4	18K	6.02	7.24
3sw7	19K	6.64	7.92
4fko	20K	6.11	7.57
4fkp	LS5	6.54	6.23
4fkq	42K	6.28	7.60
4fkr	45K	6.64	7.73
4fks	46K	6.28	7.81
4fkt	48K	5.97	6.23
4fku	60K	7.01	6.58
4fkv	61K	6.60	6.83
4fkw	62K	7.33	6.95
