PDB	Labels	Predictions
4ypw	4FD	5.50	4.78
4ypx	4FG	4.60	4.39
4ypy	4F9	3.80	5.20
4ypz	4FL	3.50	4.62
4yq0	4FM	4.40	4.79
4yq1	4FN	8.30	7.06
4yq2	EFY	8.30	6.66
4yq3	4G1	6.80	6.12
4yq4	4G3	5.70	4.93
4yq5	4G0	5.40	5.89
4yq6	4FX	6.10	5.28
4yq7	4G4	5.20	5.83
4yq8	4FV	5.10	4.28
4yq9	4GO	6.70	5.31
4yqa	4GN	6.30	5.79
4yqb	4GM	5.90	5.49
4yqc	EFW	6.70	5.43
4yqd	4GZ	5.10	5.95
4yqg	4GY	5.70	4.72
4yqi	4GX	4.80	6.01
4yqj	4GT	6.20	5.52
4yqk	4GS	4.70	3.98
4yql	4H4	4.80	6.13
4yqn	4H3	5.80	5.62
4yqo	4H1	6.30	6.89
4yqp	4H6	5.70	6.48
4yqq	4H7	6.10	6.68
4yqr	4HQ	4.00	4.74
4yqs	4H9	5.60	4.57
4yqt	4H8	6.10	5.36
4yjo	4DF	7.90	7.13
4yjp	4DL	8.46	7.18
4yjq	4DK	7.95	7.33
4yjr	4DJ	7.69	7.01
4yjs	4DN	9.39	7.27
4yjt	4DQ	8.79	6.91
4yju	4DO	7.94	7.33
4yjv	4DT	8.55	8.25
4ykr	4EP	7.53	6.01
4ykq	4EO	7.61	5.78
4ykt	4EQ	8.28	6.87
4ykw	4ES	7.02	6.80
4ykx	4ET	5.56	5.24
4ykz	4EV	5.06	4.53
4yky	4EU	4.30	4.51
4yku	4ER	5.12	5.54
